"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";Peso;Alto;Ancho;Profundidad;Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca
block-a6-liso-triunfante-de-80-hojas;"Block A6 Liso Triunfante de 80 hojas.";"Oficina > Blocks , Escolar > Blocks de hojas y repuestos, Facultad > Notas y Notas Autoadhesivas";;;;;;;60.00;;0.10;1.00;10.00;15.50;98;120211;;SI;NO;;;;;
portaminas-micro-shakeme-0-5mm1;"Portaminas Micro ShakeMe 0.5mm";"Escolar > Portaminas y Minas, Facultad, Oficina";;;;;;;44.00;;0.02;2.00;1.50;14.00;50;12554;;SI;NO;;;;;
portaminas-simball-peach-0-7mm;"Portaminas Simball Peach 0.7mm";"Escolar > Portaminas y Minas, Facultad, Oficina";;;;;;;27.50;;0.02;2.00;1.50;15.00;50;13904;;SI;NO;;;;;
portaminas-pentel-energize;"Portaminas Pentel EnerGize";"Escolar > Portaminas y Minas, Facultad, Oficina";;;;;;;143.20;;0.02;1.00;1.50;15.00;13;12723;;SI;NO;;;;;
portaminas-paper-mate-1-3;"Portaminas Paper Mate 1.3";"Escolar > Portaminas y Minas, Facultad, Oficina";;;;;;;42.42;;0.01;1.00;1.00;15.00;100;12811;;SI;NO;;;;;
portamina-pizzini-de-2mm-minas;"Portamina Pizzini de 2mm + minas";"Escolar > Portaminas y Minas, Facultad, Oficina";;;;;;;154.56;;0.04;1.00;7.00;19.50;19;12928;;SI;NO;;;;;
pintorcito-crayola-creativity;"Pintorcito Crayola Creativity";"Escolar > Varios, Dia del Niño";;;;;;;650.00;;0.07;0.50;16.50;22.50;10;990347;;SI;NO;;;;;
acuarela-crayola-x-16-lavable;"Acuarela Crayola x 16 Lavable";"Escolar > Acuarelas  Témperas y Pinceles";;;;;;;480.00;;0.14;1.50;9.50;23.50;9;318117;;SI;NO;;;;;
fibra-color-crayola-super-tip-x-20;"Fibra Color Crayola Supertip x 20";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;540.00;;0.20;1.30;17.50;25.50;13;14328;;SI;NO;;;;;
tempera-crayola-x-12-unidades-pincel;"Tempera Crayola x 12 unidades + Pincel";"Escolar > Acuarelas  Témperas y Pinceles";;;;;;;1,080.00;;0.23;3.00;26.00;19.70;22;260194;;SI;NO;;;;;
masa-silly-putty-brilla-en-la-oscuridad;"Masa Silly Putty Brilla en la Oscuridad";"Dia del Niño";;;;;;;215.00;;0.03;4.00;11.00;17.00;10;210257;;SI;NO;;;;;
masa-silly-putty-original;"Masa Silly Putty Original";"Dia del Niño";;;;;;;135.00;;0.03;4.00;11.00;17.00;10;210256;;SI;NO;;;;;
lapiz-pastel-koh-i-noor-gioconda-x-24;"Lapiz Pastel Koh-i-Noor Gioconda x 24";"Artística > Dibujo > Lápices de Dibujo";;;;;;;3,202.03;2,800.00;0.31;1.50;19.00;19.50;1;13447;;SI;NO;;;;;
lapiz-color-bruynzeel-design-x-12;"Lapiz Color Bruynzeel Design x 12";"Artística > Dibujo > Lápices de Dibujo";;;;;;;1,285.00;;0.41;2.50;16.00;20.50;1;13305;;SI;NO;;;;;
cuaderno-de-dibujo-190gr-a6-nostalgie;"Cuaderno de Dibujo 190gr A6 Nostalgie";"Artística > Dibujo > Cuadernos";;;;;;;760.00;;0.18;1.50;11.00;15.50;5;41691;;SI;NO;;;;;
cuaderno-de-dibujo-190gr-a5-nostalgie;"Cuaderno de Dibujo 190gr A5 Nostalgie";"Artística > Dibujo > Cuadernos";;;;;;;1,050.00;;0.36;1.50;15.50;21.50;5;41692;;SI;NO;;;;;
cuaderno-de-dibujo-200gr-a6-watercolour;"Cuaderno de Dibujo 200gr A6 WaterColour";"Artística > Dibujo > Cuadernos";;;;;;;990.00;;0.15;1.50;11.30;15.50;5;41694;;SI;NO;;;;;
block-de-papel-para-acuarela-n-10-de-300gr-plantec;"Block de Papel para Acuarela N 10 de 300gr Plantec";"Artística > Dibujo > Blocks Artísticos, Artística > Soportes > Blocks";;;;;;;1,034.98;;0.33;1.50;17.00;25.00;5;120313;;SI;NO;;;;;
block-watercolor-17x25-de-240gr-favini;"Block Watercolor 17x25 de 240gr Favini";"Artística > Dibujo > Blocks Artísticos, Artística > Soportes > Blocks";;;;;;;467.60;;0.24;1.00;17.50;25.00;2;120309;;SI;NO;;;;;
block-de-papel-prisma-boceto-artistico-120gr-favini;"Block de Papel Prisma Boceto Artistico 120gr Favini";"Artística > Dibujo > Blocks Artísticos, Artística > Soportes > Blocks";;;;;;;348.20;;0.25;1.00;17.50;25.00;3;120305;;SI;NO;;;;;
portamina-koh-i-noor-hardtmuth-de-5-6mm;"Portamina Koh-I-Noor Hardtmuth de 5/6mm";"Escolar > Portaminas y Minas, Artística > Dibujo > Lápices de Dibujo";;;;;;;1,152.00;;0.05;1.50;1.50;15.00;5;14082;;SI;NO;;;;;
minas-artisticas-koh-i-noor-gioconda-x-6-u;"Minas Artisticas Koh-I-Noor Gioconda x 6 u";"Escolar > Portaminas y Minas, Artística > Dibujo > Lápices de Dibujo";;;;;;;384.00;;0.05;1.30;4.00;13.00;5;318059;;SI;NO;;;;;
cuaderno-de-dibujo-190gr-a4-nostalgie;"Cuaderno de Dibujo 190gr A4 Nostalgie";"Artística > Dibujo > Cuadernos";;;;;;;1,500.00;;0.71;1.50;21.50;30.00;5;41693;;SI;NO;;;;;
block-manga-21x29-7cm-blanco-80grs-x40-hojas;"Block Manga 21x29.7cm. Blanco 80grs. x40 Hojas";"Artística > Soportes > Blocks, Artística > Dibujo > Blocks Artísticos";;;;;;;820.00;;0.30;0.50;21.00;29.70;5;120346;;SI;NO;;;;;
block-canson-180gr-bristol-xl-a4-x-50-hojas;"Block Canson 180gr Bristol XL A4 x 50 hojas";"Artística > Soportes > Blocks, Artística > Dibujo > Blocks Artísticos";;;;;;;543.80;;0.67;1.00;21.00;29.70;6;250034;;SI;NO;;;;;
block-canson-70gr-marker-xl-a4-x-100-hojas;"Block Canson 70gr Marker XL A4 x 100 hojas";"Artística > Soportes > Blocks, Artística > Dibujo > Blocks Artísticos";;;;;;;330.00;;0.53;1.00;21.00;29.70;6;311023;;SI;NO;;;;;
block-canson-150gr-dessin-noir-xl-a4-x-40-hojas;"Block Canson 150gr Dessin Noir XL A4 x 40 hojas";"Artística > Soportes > Blocks, Artística > Dibujo > Blocks Artísticos";;;;;;;714.70;;0.46;1.00;21.00;30.50;8;250033;;SI;NO;;;;;
block-dibujo-280gr-le-papier-25x35cm;"Block Dibujo 280gr Le Papier 25x35cm";"Artística > Soportes > Blocks, Artística > Dibujo > Blocks Artísticos";;;;;;;257.90;;0.38;0.50;25.00;35.00;2;120302;;SI;NO;;;;;
block-harmony-300gr-para-acuarelas-a4;"Block Harmony 300gr para Acuarelas A4";"Artística > Soportes > Blocks, Artística > Dibujo > Blocks Artísticos";;;;;;;898.00;;0.39;0.50;24.00;30.00;1;120343;;SI;NO;;;;;
block-watercolor-25x35-de-300gr-favini;"Block Watercolor 25x35 de 300gr Favini";"Artística > Soportes > Blocks, Artística > Dibujo > Blocks Artísticos";;;;;;;1,035.00;;0.58;1.00;25.00;35.00;2;120312;;SI;NO;;;;;
block-canson-300gr-37x46cm-montval-aquarelle;"Block Canson 300gr 37x46cm Montval Aquarelle";"Artística > Soportes > Blocks, Artística > Dibujo > Blocks Artísticos";;;;;;;972.90;;0.84;1.00;37.00;46.00;2;250010;;SI;NO;;;;;
bandeja-portapapel-a4-liggo-pastel;"Bandeja Portapapel A4 Liggo Pastel";"Oficina > Otros accesorios, Mundo Pastel, Oficina > Portataco y Artículos Escritorio";Color;"Rosa Pastel";;;;;318.75;;0.32;6.00;25.50;34.00;1;101736;;SI;NO;;;;;liggo
bandeja-portapapel-a4-liggo-pastel;;;Color;"Amarillo Pastel";;;;;318.75;;0.32;6.00;25.50;34.00;2;101736;;;;;;;;
bandeja-portapapel-a4-liggo-pastel;;;Color;"Violeta Pastel";;;;;318.75;;0.32;6.00;25.50;34.00;2;101736;;;;;;;;
bandeja-portapapel-a4-liggo-pastel;;;Color;"Celeste Pastel";;;;;318.75;;0.32;6.00;25.50;34.00;2;101736;;;;;;;;
bandeja-portapapel-a4-liggo-pastel;;;Color;"Verde Pastel";;;;;318.75;;0.32;6.00;25.50;34.00;1;101736;;;;;;;;
bandeja-portapapel-a4-liggo-pastel;;;Color;Coral;;;;;318.75;;0.32;6.00;25.50;34.00;2;101736;;;;;;;;
clip-plastico-pastel-liggo-triangular-x-100;"Clip Plástico Pastel Liggo Triangular x 100";"Oficina > Clips y Chinches, Mundo Pastel";;;;;;;212.50;;0.07;6.00;6.00;8.50;24;101220;;SI;NO;;;;;
clip-plastico-pastel-liggo-corazon-x-100;"Clip Plástico Pastel Liggo Corazon x 100";"Oficina > Clips y Chinches, Mundo Pastel";;;;;;;362.50;;0.11;8.00;8.00;7.50;24;101219;;SI;NO;;;;;
organizador-de-escritorio-pastel-liggo;"Organizador de Escritorio Pastel Liggo";"Facultad > Organizador Escritorio, Escolar > Varios, Mundo Pastel";Color;"Rosa Pastel";;;;;318.75;;0.18;9.00;8.00;23.00;8;101775;;SI;NO;;;;;
organizador-de-escritorio-pastel-liggo;;;Color;"Verde Pastel";;;;;318.75;;0.18;9.00;8.00;23.00;9;101775;;;;;;;;
organizador-de-escritorio-pastel-liggo;;;Color;"Celeste Pastel";;;;;318.75;;0.18;9.00;8.00;23.00;10;101775;;;;;;;;
organizador-de-escritorio-pastel-liggo;;;Color;"Amarillo Pastel";;;;;318.75;;0.18;9.00;8.00;23.00;10;101775;;;;;;;;
organizador-de-escritorio-pastel-liggo;;;Color;"Violeta Pastel";;;;;318.75;;0.18;9.00;8.00;23.00;10;101775;;;;;;;;
goma-borrar-creativa-colours-cactus;"Goma Borrar Creativa Colours Cactus";"Escolar > Gomas de borrar";;;;;;;42.00;;0.01;1.50;1.50;9.00;30;110201;;SI;NO;;;;;Colours
pelota-saltarina-colours;"Pelota Saltarina Colours";"Dia del Niño";Tipo;Futbol;;;;;114.00;;0.07;5.00;5.00;5.00;20;391024;;SI;NO;;;;;Colours
pelota-saltarina-colours;;;Tipo;Colores;;;;;114.00;;0.05;5.00;5.00;5.00;20;391023;;;;;;;;
mochila-simball-kids-tiburon;"Mochila Simball Kids Tiburon";"Escolar > Mochilas, Dia del Niño";;;;;;;1,144.00;;0.26;10.00;22.00;30.00;3;420900;;SI;NO;;;;;
mochila-simball-kids-pinguino;"Mochila Simball Kids Pinguino";"Escolar > Mochilas, Dia del Niño";;;;;;;1,023.00;;0.32;10.00;23.00;30.00;3;420894;;SI;NO;;;;;
mochila-simball-kids-tigre;"Mochila Simball Kids Tigre";"Escolar > Mochilas, Dia del Niño";;;;;;;858.00;;0.17;6.00;26.00;28.00;2;420884;;SI;NO;;;;;
mochila-mooving-baires-doodle;"Mochila Mooving Baires Doodle";"Facultad > Mochilas, Escolar > Mochilas";;;;;;;1,815.00;;0.40;8.00;34.00;40.00;2;420873;;SI;NO;;;;;
mochila-sabonis-c-carro-mu012;"Mochila Sabonis c/carro Mu012";"Facultad > Mochilas, Escolar > Mochilas";;;;;;;2,300.00;;1.03;18.00;30.00;50.00;1;420839;;SI;NO;;;;;
mochila-el-nene-momoto-healthy;"Mochila El Nene Momoto Healthy";"Escolar > Mochilas";;;;;;;1,386.00;;0.26;4.00;30.00;25.00;2;420850;;SI;NO;;;;;
minas-pilot-0-7mm-colores;"Minas Pilot 0.7mm Colores";"Escolar > Portaminas y Minas";Color;Azul;;;;;156.00;;0.01;0.50;1.00;7.50;6;14336;;SI;NO;;;;;
minas-pilot-0-7mm-colores;;;Color;Celeste;;;;;156.00;;0.01;0.50;1.00;7.50;6;14335;;;;;;;;
minas-pilot-0-7mm-colores;;;Color;Verde;;;;;156.00;;0.01;0.50;1.00;7.50;6;14334;;;;;;;;
minas-pilot-0-7mm-colores;;;Color;Amarillo;;;;;156.00;;0.01;0.50;1.00;7.50;6;14333;;;;;;;;
minas-pilot-0-7mm-colores;;;Color;Naranja;;;;;156.00;;0.01;0.50;1.00;7.50;6;14332;;;;;;;;
minas-pilot-0-7mm-colores;;;Color;Rojo;;;;;156.00;;0.01;0.50;1.00;7.50;6;14331;;;;;;;;
minas-pilot-0-7mm-colores;;;Color;Rosado;;;;;156.00;;0.01;0.50;1.00;7.50;6;14330;;;;;;;;
minas-pilot-0-7mm-colores;;;Color;Violeta;;;;;156.00;;0.01;0.50;1.00;7.50;6;14329;;;;;;;;
boligrafo-borrable-pilot-frixion-ball-azul;"Boligrafo Borrable Pilot Frixion Ball Azul";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;286.00;;0.01;1.00;1.50;14.50;297;10624;;SI;NO;;;;;
cartucho-de-repuesto-para-pilot-frixion-azul;"Cartucho de Repuesto para Pilot Frixion Azul";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;175.50;;0.02;1.00;1.00;12.00;300;12155;;SI;NO;;;;;
lapiz-portamina-mecanico-pilot-0-3mm;"Lapiz Portamina Mecanico Pilot 0.3mm";"Escolar > Portaminas y Minas, Técnica";;;;;;;507.00;;0.01;1.00;1.50;14.50;25;10552;;SI;NO;;;;;
boligrafo-pilot-hi-tecpoint-v7;"Boligrafo Pilot Hi-Tecpoint V7";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";Color;Azul;;;;;227.50;;0.01;1.00;1.50;13.50;30;13171;;SI;NO;;;;;
boligrafo-pilot-hi-tecpoint-v7;;;Color;Negro;;;;;227.50;;0.01;1.00;1.50;13.50;30;13172;;;;;;;;
boligrafo-retractil-pilot-bp-1;"Boligrafo Retractil Pilot BP-1";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";Color;Negro;;;;;45.50;;0.01;1.00;1.50;14.50;49;13812;;SI;NO;;;;;
boligrafo-retractil-pilot-bp-1;;;Color;Azul;;;;;45.50;;0.01;1.00;1.50;14.50;50;13811;;;;;;;;
boligrafo-ultrafino-gel-pilot-g-tec-c3;"Boligrafo Ultrafino Gel Pilot G-TEC C3";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";Color;Azul;;;;;257.40;;0.01;1.20;1.50;13.50;47;14337;;SI;NO;;;;;
boligrafo-ultrafino-gel-pilot-g-tec-c3;;;Color;Negro;;;;;257.40;;0.01;1.20;1.50;13.50;47;14338;;;;;;;;
boligrafo-ultrafino-gel-pilot-g-tec-c4;"Boligrafo Ultrafino Gel Pilot G-TEC C4";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";Color;Negro;;;;;257.40;;0.01;1.20;1.50;13.50;50;14339;;SI;NO;;;;;
mochila-simball-kids-monito;"Mochila Simball Kids Monito";"Escolar > Mochilas, Dia del Niño";;;;;;;858.00;;0.18;6.00;20.00;26.00;2;420878;;SI;NO;;;;;
mochila-simball-kids-dino;"Mochila Simball Kids Dino";"Escolar > Mochilas, Dia del Niño";;;;;;;1,056.00;;0.26;12.00;22.00;26.00;2;420888;;SI;NO;;;;;
delineador-vitral-40ml-eqarte;"Delineador Vitral 40ml. EQArte";"Artística > Pintura > Decorativa > Para Vidrios";Color;Oro;;;;;126.50;;0.05;2.00;3.50;11.50;6;317982;;SI;NO;;;;;
delineador-vitral-40ml-eqarte;;;Color;Plata;;;;;126.50;;0.05;2.00;3.50;11.50;6;317980;;;;;;;;
delineador-vitral-40ml-eqarte;;;Color;Negro;;;;;126.50;;0.05;2.00;3.50;11.50;6;317983;;;;;;;;
delineador-vitral-40ml-eqarte;;;Color;Grafito;;;;;126.50;;0.05;2.00;3.50;11.50;6;317981;;;;;;;;
pintura-dimensional-3d-brillante-40ml;"Pintura Dimensional 3D Brillante 40ml";"Artística > Pintura > Decorativa";Color;Blanco;;;;;75.90;;0.05;2.00;3.50;11.50;5;317391;;SI;NO;;;;;EQarte
pintura-dimensional-3d-brillante-40ml;;;Color;"Amarillo Oro";;;;;75.90;;0.05;2.00;3.50;11.50;5;317389;;;;;;;;
pintura-dimensional-3d-brillante-40ml;;;Color;Naranja;;;;;75.90;;0.05;2.00;3.50;11.50;5;317385;;;;;;;;
pintura-dimensional-3d-brillante-40ml;;;Color;Rojo;;;;;75.90;;0.05;2.00;3.50;11.50;5;317388;;;;;;;;
pintura-dimensional-3d-brillante-40ml;;;Color;Fucsia;;;;;75.90;;0.05;2.00;3.50;11.50;5;317394;;;;;;;;
pintura-dimensional-3d-brillante-40ml;;;Color;Lila;;;;;75.90;;0.05;2.00;3.50;11.50;5;317387;;;;;;;;
pintura-dimensional-3d-brillante-40ml;;;Color;Violeta;;;;;75.90;;0.05;2.00;3.50;11.50;5;317390;;;;;;;;
pintura-dimensional-3d-brillante-40ml;;;Color;Celeste;;;;;75.90;;0.05;2.00;3.50;11.50;5;317384;;;;;;;;
pintura-dimensional-3d-brillante-40ml;;;Color;Azul;;;;;75.90;;0.05;2.00;3.50;11.50;5;317386;;;;;;;;
pintura-dimensional-3d-brillante-40ml;;;Color;"Verde Lima";;;;;75.90;;0.05;2.00;3.50;11.50;0;317392;;;;;;;;
pintura-dimensional-3d-brillante-40ml;;;Color;Negro;;;;;75.90;;0.05;2.00;3.50;11.50;5;317393;;;;;;;;
pintura-dimensional-3d-metalizada-40ml;"Pintura Dimensional 3D Metalizada 40ml";"Artística > Pintura > Decorativa";Color;Oro;;;;;82.22;;0.05;2.00;3.50;11.50;5;317380;;SI;NO;;;;;Eqarte
pintura-dimensional-3d-metalizada-40ml;;;Color;Plata;;;;;82.22;;0.05;2.00;3.50;11.50;5;317378;;;;;;;;
pintura-dimensional-3d-metalizada-40ml;;;Color;Blanco;;;;;82.22;;0.05;2.00;3.50;11.50;2;317382;;;;;;;;
pintura-dimensional-3d-metalizada-40ml;;;Color;Amarillo;;;;;82.22;;0.05;2.00;3.50;11.50;0;317383;;;;;;;;
pintura-dimensional-3d-metalizada-40ml;;;Color;Rosado;;;;;82.22;;0.05;2.00;3.50;11.50;5;317376;;;;;;;;
pintura-dimensional-3d-metalizada-40ml;;;Color;Rojo;;;;;82.22;;0.05;2.00;3.50;11.50;5;317377;;;;;;;;
pintura-dimensional-3d-metalizada-40ml;;;Color;Azul;;;;;82.22;;0.05;2.00;3.50;11.50;5;317381;;;;;;;;
pintura-dimensional-3d-metalizada-40ml;;;Color;Negro;;;;;82.22;;0.05;2.00;3.50;11.50;2;317379;;;;;;;;
pintura-dimensional-3d-glitter-40ml;"Pintura Dimensional 3D Glitter 40ml";"Artística > Pintura > Decorativa";Color;Oro;;;;;94.87;;0.05;2.00;3.50;11.50;5;317373;;SI;NO;;;;;EQarte
pintura-dimensional-3d-glitter-40ml;;;Color;Plata;;;;;94.87;;0.05;2.00;3.50;11.50;5;317375;;;;;;;;
pintura-dimensional-3d-glitter-40ml;;;Color;Cristal;;;;;94.87;;0.05;2.00;3.50;11.50;5;317374;;;;;;;;
pintura-dimensional-3d-glitter-40ml;;;Color;Rosado;;;;;94.87;;0.05;2.00;3.50;11.50;5;317372;;;;;;;;
pintura-dimensional-3d-glitter-40ml;;;Color;Rojo;;;;;94.87;;0.05;2.00;3.50;11.50;5;317370;;;;;;;;
pintura-dimensional-3d-glitter-40ml;;;Color;Violeta;;;;;94.87;;0.05;2.00;3.50;11.50;5;317371;;;;;;;;
pintura-dimensional-3d-glitter-40ml;;;Color;Azul;;;;;94.87;;0.05;2.00;3.50;11.50;5;317369;;;;;;;;
polvo-de-colores-holifan;"Polvo de Colores Holifan";"Escolar > Varios, Artística";;;;;;;33.00;;0.05;1.00;8.50;11.00;10;350431;;SI;NO;;;;;"Holifan Pintafan"
porcelana-fria-325-grs-nicron-soft;"Porcelana Fria 325 grs Nicron Soft";"Artística > Arcilla y Porcelana Fria";;;;;;;110.00;;0.31;3.00;10.00;16.00;30;317805;;SI;NO;;;;;EQArte
porcelana-fria-250-grs-eq-arte;"Porcelana Fria 250 grs Eq Arte";"Artística > Arcilla y Porcelana Fria";;;;;;;89.70;;0.25;2.00;11.00;11.00;100;310022;;SI;NO;;;;;EQArte
cuaderno-de-dibujo-200gr-a4-watercolour;"Cuaderno de Dibujo 200gr A4 WaterColour";"Artística > Dibujo > Cuadernos";;;;;;;2,280.00;;0.62;1.50;21.50;30.50;3;41696;;SI;NO;;;;;
acuarela-mungyo-profesional-x-24u;"Acuarela Mungyo Profesional x 24u";"Artística > Pintura > Acuarelas";;;;;;;3,550.00;3,050.00;0.31;2.50;7.50;22.50;5;317364;;SI;NO;;;;;Mungyo
acuarela-mungyo-profesional-x-12;"Acuarela Mungyo Profesional x 12";"Artística > Pintura > Acuarelas";;;;;;;1,690.00;1,370.00;0.30;2.50;7.50;22.50;1;317363;;SI;NO;;;;;Mungyo
microfibra-stabilo-point-88-x-50;"Microfibra Stabilo Point 88 x 50";"Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;5,610.00;5,159.00;0.64;2.00;19.00;32.50;1;14154;;SI;NO;;;;;
boligrafo-simball-powergel-glitter-x-10;"Boligrafo Simball PowerGel Glitter x 10";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;250.00;;0.11;1.50;11.50;15.50;28;10323;;SI;NO;;;;;
boligrafo-bic-atlantis-bold-1-6mm;"Boligrafo Bic Atlantis Bold 1.6mm";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;100.00;50.00;0.02;2.50;7.00;19.50;299;12539;;SI;NO;;;;;
cuaderno-de-dibujo-200gr-a5-watercolour;"Cuaderno de Dibujo 200gr A5 WaterColour";"Artística > Dibujo > Cuadernos";;;;;;;1,550.00;;0.31;1.50;15.50;21.50;3;41695;;SI;NO;;;;;
tarjetas-postales-watercolour-10x15cm-230g;"Tarjetas Postales WaterColour 10x15cm 230g";"Artística > Dibujo > Cuadernos, Artística > Dibujo > Blocks Artísticos";;;;;;;1,120.00;;0.21;2.50;11.30;16.30;4;41697;;SI;NO;;;;;
plantilla-geometrica-pizzini-5804;"Plantilla Geometrica Pizzini 5804";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70357;;SI;NO;;;;;
plantilla-electricidad-pizzini-5805;"Plantilla Electricidad Pizzini 5805";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70358;;SI;NO;;;;;
plantilla-muebles-escala-pizzini-5809;"Plantilla Muebles Escala Pizzini 5809";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70362;;SI;NO;;;;;
plantilla-muebles-escala-pizzini-5811;"Plantilla Muebles Escala Pizzini 5811";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70347;;SI;NO;;;;;
plantilla-sanitarios-cocina-lavadero-pizzini-5816;"Plantilla Sanitarios / Cocina / Lavadero Pizzini 5816";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;10;70351;;SI;NO;;;;;
plantilla-muebles-escala-pizzini-5810;"Plantilla Muebles Escala Pizzini 5810";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70363;;SI;NO;;;;;
plantilla-circulos-pizzini-5801;"Plantilla Circulos Pizzini 5801";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70354;;SI;NO;;;;;
plantilla-cocina-y-lavadero-pizzini-5814;"Plantilla Cocina y Lavadero Pizzini 5814";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70350;;SI;NO;;;;;
plantilla-cuadrados-pizzini-5802;"Plantilla Cuadrados Pizzini 5802";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70355;;SI;NO;;;;;
plantilla-triangulos-pizzini-5803;"Plantilla Triangulos Pizzini 5803";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70356;;SI;NO;;;;;
plantilla-computacion-pizzini-5808;"Plantilla Computacion Pizzini 5808";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70361;;SI;NO;;;;;
plantilla-cocina-pizzini-5815;"Plantilla Cocina Pizzini 5815";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;20;70060;;SI;NO;;;;;
plantilla-sanitario-pizzini-5813;"Plantilla Sanitario Pizzini 5813";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;10;70349;;SI;NO;;;;;
plantilla-perfiles-chapas-pizzini-5812;"Plantilla Perfiles Chapas Pizzini 5812";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;10;70348;;SI;NO;;;;;
plantilla-eclipses-plantec-2124;"Plantilla Eclipses Plantec 2124";"Escolar > Reglas y Geometria";;;;;;;258.67;;0.03;0.30;13.00;23.00;2;71021;;SI;NO;;;;;
plantilla-sanitarios-pizzini-5817;"Plantilla Sanitarios Pizzini 5817";"Escolar > Reglas y Geometria";;;;;;;173.88;;0.03;0.30;10.00;22.50;10;70352;;SI;NO;;;;;
transportador-360-dozent;"Transportador 360 Dozent";"Escolar > Reglas y Geometria";;;;;;;64.80;;0.03;0.30;12.00;12.00;20;70084;;SI;NO;;;;;
lapiz-negro-profesional-bruynzeel-lata-x-6-unidades;"Lapiz Negro Profesional Bruynzeel Lata x 6 unidades";"Artística > Dibujo > Lápices de Dibujo";;;;;;;480.00;;0.10;1.50;6.00;19.00;6;12748;;SI;NO;;;;;
lapiz-negro-lyra-sanguinea-graso;"Lapiz Negro Lyra Sanguinea Graso";"Artística > Dibujo > Lápices de Dibujo";;;;;;;47.56;;0.01;0.80;0.80;17.50;10;12411;;SI;NO;;;;;
marcador-crayola-tricolor-x-5-lavable;"Marcador Crayola TriColor x 5 Lavable";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;805.00;;0.10;2.00;15.50;20.00;30;14221;;SI;NO;;;;;
fibra-color-maped-duo-colorpeps-x-10;"Fibra Color Maped Duo ColorPeps x 10";"Facultad > Marcadores > Al Agua, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;230.00;;0.12;1.50;14.00;19.00;79;12557;;SI;NO;;;;;
lapiz-negro-lyra-rembrandt-art-design-x-12;"Lapiz Negro Lyra Rembrandt Art Design x 12";"Artística > Dibujo > Lápices de Dibujo";;;;;;;1,015.00;;0.16;1.50;10.50;18.50;5;11907;;SI;NO;;;;;
cuaderno-a5-sketch-book-120g;"Cuaderno A5 Sketch Book 120g";"Artística > Dibujo > Cuadernos";;;;;;;650.00;;0.34;2.00;15.00;21.50;6;41690;;SI;NO;;;;;
tempera-profesional-alba-x-18ml;"Tempera Profesional Alba x 18ml";"Artística > Pintura > Témpera";Color;Blanco;;;;;151.25;;0.03;2.00;3.00;10.50;8;260102;;SI;NO;;;;;
tempera-profesional-alba-x-18ml;;;Color;Marron;;;;;151.25;;0.03;2.00;3.00;10.50;8;260103;;;;;;;;
tempera-profesional-alba-x-18ml;;;Color;"Amarillo Cromatico";;;;;171.82;;0.03;2.00;3.00;10.50;8;260104;;;;;;;;
