"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";Peso;Alto;Ancho;Profundidad;Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca
marcadores-crayola-emoji-x10;"Marcadores Crayola Emoji x10";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores, Oficina > Marcadores";;;;;;;385.00;;0.14;1.50;17.00;16.00;20;014220;;SI;NO;;;;;crayola
resaltador-stabilo-boss-original;"Resaltador Stabilo Boss Original";"Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Resaltadores";Color;Rojo;;;;;72.00;66.00;0.02;1.50;2.70;10.50;0;11532;;SI;NO;;"stabilo, resaltador";;;stabilo
resaltador-stabilo-boss-original;;;Color;Amarillo;;;;;72.00;66.00;0.02;1.50;2.70;10.50;10;11514;;;;;;;;
resaltador-stabilo-boss-original;;;Color;Púrpura;;;;;72.00;66.00;0.02;1.50;2.70;10.50;10;12523;;;;;;;;
resaltador-stabilo-boss-original;;;Color;Verde;;;;;72.00;66.00;0.02;1.50;2.70;10.50;10;11531;;;;;;;;
resaltador-stabilo-boss-original;;;Color;Rosa;;;;;72.00;66.00;0.02;1.50;2.70;10.50;10;11535;;;;;;;;
resaltador-stabilo-boss-original;;;Color;Naranja;;;;;72.00;66.00;0.02;1.50;2.70;10.50;10;11534;;;;;;;;
resaltador-stabilo-boss-original;;;Color;celeste;;;;;72.00;66.00;0.02;1.50;2.70;10.50;10;11533;;;;;;;;
resaltador-stabilo-boss-original;;;Color;fuscia;;;;;72.00;66.00;0.02;1.50;2.70;10.50;10;12524;;;;;;;;
microfibras-stabilo-point-88-pastel-x-8-unidades;"Microfibras Stabilo Point 88 pastel x 8 unidades";"Mundo Pastel, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;540.00;506.00;0.06;1.00;7.00;17.00;68;14155;;SI;NO;;"pastel, point 88";;;stabilo
marcadores-stabilo-pastel-pen-68-x-8-u;"Marcadores Stabilo Pastel Pen 68 X 8 U";"Mundo Pastel, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores, Oficina > Marcadores > Indelebles";;;;;;;540.00;506.00;0.06;0.00;0.00;0.00;0;14151;;SI;NO;;marcadores;;;stabilo
resaltador-edding-342;"Resaltador Edding 342";"Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores";Color;Verde;;;;;71.87;;0.02;1.50;2.80;11.00;200;11946;;SI;NO;;;;;
resaltador-edding-342;;;Color;Azul;;;;;71.87;;0.02;1.50;2.80;11.00;200;11945;;;;;;;;
resaltador-edding-342;;;Color;Amarillo;;;;;71.87;;0.02;1.50;2.80;11.00;200;11942;;;;;;;;
resaltador-edding-342;;;Color;Rosa;;;;;71.87;;0.02;1.50;2.80;11.00;200;11944;;;;;;;;
resaltador-edding-342;;;Color;Naranja;;;;;71.87;;0.02;1.50;2.80;11.00;200;11943;;;;;;;;
goma-de-borrar-2-banderas;"Goma De Borrar 2 Banderas";"Oficina > Goma de borrar, Escolar > Gomas de borrar, Facultad > Correctores y Borradores";;;;;;;10.00;;0.02;0.80;5.50;2.00;700;110003;;SI;NO;;borrador;;;"dos banderas"
goma-de-borrar-2-banderas1;"Goma De Borrar 2 Banderas";"Oficina > Goma de borrar, Escolar > Gomas de borrar";;;;;;;11.25;;0.01;0.80;6.00;1.20;1000;110026;;SI;NO;;borrador;;;"2 banderas"
adhesivo-sta-1-kg;"Adhesivo Sta 1 Kg";"Oficina > Adhesivos, Escolar > Adhesivos";;;;;;;256.25;;1.02;22.00;8.30;8.30;35;50158;;SI;NO;;;;;
adhesivo-sta-100-gr;"Adhesivo Sta 100 Gr";"Oficina > Adhesivos, Escolar > Adhesivos";;;;;;;37.50;;0.11;11.90;4.20;4.20;150;50150;;SI;NO;;adhesivo;;;Sta
adhesivo-sta-500-gr;"Adhesivo Sta 500 Gr";"Oficina > Adhesivos, Escolar > Adhesivos";;;;;;;131.25;;0.50;16.40;7.00;7.00;100;50157;;SI;NO;;"adhesivo, plasticola";;;sta
adhesivo-50ml-voligoma-transparente;"Adhesivo 50Ml. Voligoma Transparente";"Oficina > Adhesivos, Escolar > Adhesivos";;;;;;;74.75;;0.07;12.20;2.70;2.70;220;050044;;SI;NO;;;;;voligoma
adhesivo-en-barra-pritt-20-gr;"Adhesivo En Barra Pritt 20 Gr";"Oficina > Adhesivos, Escolar > Adhesivos";;;;;;;136.56;;0.04;9.50;2.50;2.50;315;050060;;SI;NO;;;;;
adhesivo-silicona-liquida-pritt-105-gr;"Adhesivo Silicona Liquida Pritt 105 Gr";"Oficina > Adhesivos, Escolar > Adhesivos";;;;;;;165.00;;0.12;15.00;6.00;3.00;20;050130;;SI;NO;;;;;
block-a4-rayado-husares-80-hojas;"Block A4 Rayado Husares 80 Hojas";"Escolar > Blocks de hojas y repuestos";;;;;;;181.20;;0.41;0.90;30.00;21.00;129;120055;;SI;NO;;;;;
block-a4-cuadriculado-husares-por-80-hojas;"Block A4 Cuadriculado Husares Por 80 Hojas";"Escolar > Blocks de hojas y repuestos";;;;;;;162.00;;0.41;0.90;30.00;21.00;108;120070;;SI;NO;;;;;
calculadora-cifra-dt150;"Calculadora Cifra Dt150";"Oficina > Calculadora, Escolar > Calculadoras";;;;;;;750.00;;0.07;0.90;10.40;18.50;25;220126;;SI;NO;;;;;
cinta-auca-48x50-fragil;"Cinta Auca 48X50 Fragil";"Oficina > Cinta Adhesiva";;;;;;;80.00;;0.13;4.90;9.70;9.70;60;300088;;SI;NO;;;;;
cinta-auca-48x50-marron;"Cinta Auca 48X50 Marron";"Oficina > Cinta Adhesiva";;;;;;;65.00;;0.12;4.90;9.50;9.50;800;300046;;SI;NO;;;;;
cinta-auca-48x50-transparente;"Cinta Auca 48X50 Transparente";"Oficina > Cinta Adhesiva";;;;;;;65.00;;0.11;4.90;9.50;9.50;1000;300045;;SI;NO;;;;;
cinta-auca-bifaz-12x25;"Cinta Auca Bifaz 12X25";"Oficina > Cinta Adhesiva";;;;;;;88.00;;0.05;1.20;10.00;10.00;70;300069;;SI;NO;;;;;
clip-sifap-n2-x100;"Clip Sifap Nº2 X100";"Oficina > Clips y Chinches";;;;;;;19.50;;0.04;4.00;4.00;5.50;120;101366;;SI;NO;;;;;
clip-sifap-n3-x100;"Clip Sifap Nº3 X100";"Oficina > Clips y Chinches";;;;;;;22.10;;0.04;2.00;6.00;4.20;150;100122;;SI;NO;;;;;
clip-sifap-n4-x100;"Clip Sifap Nº4 X100";"Oficina > Clips y Chinches";;;;;;;26.00;;0.05;2.00;6.00;4.20;150;100123;;SI;NO;;;;;
clips-sifap-n5-x-100-unidades;"Clip Sifap N°5 X 100 Unidades";"Oficina > Clips y Chinches";;;;;;;36.40;;0.06;2.50;6.40;4.20;100;100117;;SI;NO;;;;;
clip-sifap-n8-x50;"Clip Sifap Nº8 X50";"Oficina > Clips y Chinches";;;;;;;117.00;;0.18;3.20;8.70;5.40;120;101211;;SI;NO;;;;;
clip-sifap-forrado-n4-33-mm-x100-unidades;"Clip Sifap Forrado Nº4 33 Mm.X100 Unidades";"Oficina > Clips y Chinches";;;;;;;62.40;;0.06;2.50;6.40;4.20;70;100294;;SI;NO;;;;;
clip-sifap-forrado-n6-50mm-x50;"Clip Sifap Forrado Nº6 50Mm.X50";"Oficina > Clips y Chinches";;;;;;;78.00;;0.06;2.50;6.40;4.20;60;100295;;SI;NO;;;;;
cuaderno-a4-universitario-espiralado-cuadriculado-84-hojas;"Cuaderno A4 Universitario Espiralado Cuadriculado 84 Hojas";"Escolar > Cuadernos";;;;;;;126.00;;0.42;1.50;23.20;29.70;299;040136;;SI;NO;;;;;
cuaderno-a4-universitario-espiralado-rayado-84-hojas;"Cuaderno A4 Universitario Espiralado Rayado  84 Hojas";"Escolar > Cuadernos";;;;;;;126.00;;0.42;1.75;22.00;29.70;249;040028;;SI;NO;;;;;
cuaderno-espiralado-abc-100-hojas-rayado;"Cuaderno Espiralado Abc 100 Hojas Rayado";"Escolar > Cuadernos";;;;;;;260.00;;0.65;2.60;22.00;27.00;20;041149;;SI;NO;;;;;
folio-a4-luma-comun-x10;"Folio A4 Luma Comun X10";"Oficina > Folios, Escolar > Folios";;;;;;;37.95;;0.05;0.50;10.00;24.50;100;150041;;SI;NO;;;;;
folio-a4-luma-reforzado-x10;"Folio A4 Luma Reforzado X10";"Oficina > Folios, Escolar > Folios";;;;;;;63.25;;0.09;1.00;10.00;24.50;197;150021;;SI;NO;;;;;
folio-a4-luma-reforzado-x100;"Folio A4 Luma Reforzado X100";"Escolar > Folios";;;;;;;569.25;;0.80;1.50;25.00;31.00;44;150020;;SI;NO;;;;;
folio-oficio-luma-comun-x10;"Folio Oficio Luma Comun X10";"Escolar > Folios";;;;;;;43.70;;0.06;0.50;10.00;24.50;320;150016;;SI;NO;;;;;
folio-oficio-luma-reforzado-x10;"Folio Oficio Luma Reforzado X10";"Oficina > Folios, Escolar > Folios";;;;;;;75.90;;0.11;1.50;10.00;24.50;400;150015;;SI;NO;;;;;
lapiz-negro-bic-evolution-hb;"Lapiz Negro Bic Evolution Hb";"Oficina > Lápiz Negro, Escolar > Lápiz Negro";;;;;;;9.92;;0.01;0.70;0.70;17.20;4998;10442;;SI;NO;;;;;
lapiz-negro-faber-2h;"Lapiz Negro Faber 2H";"Oficina > Lápiz Negro, Escolar > Lápiz Negro";;;;;;;44.28;;0.01;0.70;0.70;17.20;30;11020;;SI;NO;;;;;
liquid-corrector-paper-mate;"Liquido Corrector Paper Mate";"Facultad > Correctores y Borradores, Oficina > Correctores, Escolar > Corrector y Borratinta";;;;;;;123.00;;0.02;1.50;2.00;13.00;799;140003;;SI;NO;;;;;"paper mate"
liquid-corrector-paper-mate-mini;"Liquido Corrector Paper Mate Mini";"Facultad > Correctores y Borradores, Oficina > Correctores, Escolar > Corrector y Borratinta";;;;;;;82.50;;0.02;1.50;1.70;10.70;250;140011;;SI;NO;;;;;
cinta-correctora-simball-mouse;"Cinta Correctora Simball Mouse";"Facultad > Correctores y Borradores, Oficina > Correctores, Escolar > Corrector y Borratinta";;;;;;;57.20;;0.02;2.00;5.00;9.00;16;140053;;SI;NO;;;;;
borratinta-pelikan-super-pirat;"Borratinta Pelikan Super Pirat";"Escolar > Corrector y Borratinta";;;;;;;84.00;;0.01;1.00;1.00;17.00;300;140005;;SI;NO;;;;;
boligrafo-bic-07-punta-fina-cristal;"Boligrafo Bic 0,7 Punta Fina Cristal";"Escolar > Bolígrafos y Rollerballs, Oficina > Bolígrafos, Facultad > Bolígrafos";Color;Azul;;;;;28.00;;0.01;0.70;0.70;14.70;1000;10020;;SI;NO;;;;;bic
boligrafo-bic-07-punta-fina-cristal;;;Color;Negro;;;;;28.00;;0.01;0.70;0.70;14.70;1000;10022;;;;;;;;
boligrafo-bic-07-punta-fina-cristal;;;Color;Rojo;;;;;28.00;;0.01;0.70;0.70;14.70;1000;10021;;;;;;;;
boligrafo-bic-1-mm-punta-gruesa;"Boligrafo Bic 1 Mm Punta Gruesa";"Oficina > Bolígrafos, Escolar > Bolígrafos y Rollerballs, Facultad > Bolígrafos";Color;Negro;;;;;25.00;;0.01;0.80;0.80;14.70;1998;10018;;SI;NO;;lapicera;;;bic
boligrafo-bic-1-mm-punta-gruesa;;;Color;Azul;;;;;25.00;;0.01;0.80;0.80;14.70;1996;10014;;;;;;;;
boligrafo-bic-1-mm-punta-gruesa;;;Color;Verde;;;;;25.00;;0.01;0.80;0.80;14.70;1000;10178;;;;;;;;
boligrafo-bic-1-mm-punta-gruesa;;;Color;Rojo;;;;;25.00;;0.01;0.80;0.80;14.70;1996;10016;;;;;;;;
lapices-de-colores-x12-faber-castell-3-grafito;"Lapices De Colores X12 Faber Castell +3 Grafitos";"Escolar > Lapices de Colores";;;;;;;208.72;;0.09;0.80;11.00;20.70;150;13970;;SI;NO;;;;;
lapices-colores-x12-maped;"Lapices De Colores X12 Maped";"Escolar > Lapices de Colores";;;;;;;170.00;;0.07;0.70;8.60;20.50;149;010511;;SI;NO;;;;;
crayones-x12-alba;"Crayones X 12 Alba";"Escolar > Crayones";;;;;;;74.80;;0.06;1.00;12.00;14.70;80;11487;;SI;NO;;;;;
lapiz-color-x24-sylvapen-tubo;"Lapices De Colores X24 Sylvapen En Tubo";"Escolar > Lapices de Colores";;;;;;;360.00;;0.17;4.50;4.50;19.20;50;13494;;SI;NO;;;;;
sharpies-80s-glam-x-16-unidades;"Sharpies 80S Glam X 16 Unidades";"Mundo Pastel, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;1,369.38;;0.18;3.00;19.60;19.40;30;12749;;SI;NO;;;;;
fibra-color-sylvapen-x12-escolar;"Fibras De Colores X12 Sylvapen Escolar";;;;;;;;156.00;;0.07;1.00;12.70;15.00;90;13082;;SI;NO;;;;;
marcador-edding-360-p-pizarra;"Marcador Edding 360 P/Pizarra";"Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra, Escolar > Fibras\, Marcadores y Resaltadores";Color;Negro;;;;;143.00;;0.02;1.50;1.70;13.70;150;10279;;SI;NO;;;;;
marcador-edding-360-p-pizarra;;;Color;Azul;;;;;143.00;;0.02;1.50;1.70;13.70;200;10943;;;;;;;;
marcador-edding-360-p-pizarra;;;Color;Rojo;;;;;143.00;;0.02;1.50;1.70;13.70;199;10944;;;;;;;;
marcador-edding-160-p-pizarra;"Marcador Edding 160 P/Pizarra";"Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra";Color;Negro;;;;;82.50;;0.02;1.80;1.80;12.20;40;10301;;SI;NO;;;;;
marcador-edding-160-p-pizarra;;;Color;Azul;;;;;82.50;;0.02;1.80;1.80;12.20;100;11714;;;;;;;;
marcador-edding-160-p-pizarra;;;Color;Rojo;;;;;82.50;;0.02;1.80;1.80;12.20;100;11713;;;;;;;;
marcador-edding-160-p-pizarra;;;Color;Verde;;;;;82.50;;0.02;1.80;1.80;12.20;150;10880;;;;;;;;
notas-adhesivas-75x75-fluor-por-100-hojas;"Notas Adhesivas 75X75 Fluor Por 100 Hojas";"Oficina > Notas y Notas Autoadhesivas";Color;Naranja;;;;;78.00;;0.05;1.00;7.50;7.50;30;101374;;SI;NO;;"post it, nota autoadhesiva";;;kores
notas-adhesivas-75x75-fluor-por-100-hojas;;;Color;Amarillo;;;;;78.00;;0.05;1.00;7.50;7.50;35;101329;;;;;;;;
notas-adhesivas-75x75-fluor-por-100-hojas;;;Color;Rosa;;;;;78.00;;0.05;1.00;7.50;7.50;70;101330;;;;;;;;
notas-adhesivas-75x75-fluor-por-100-hojas;;;Color;Verde;;;;;78.00;;0.05;1.00;7.50;7.50;40;101331;;;;;;;;
notas-adhesivas-75x75-fluor-por-100-hojas;;;Color;Azul;;;;;78.00;;0.05;1.00;7.50;7.50;70;101373;;;;;;;;
sobre-manila-24x30-paq-x100-a4;"Sobre Manila 24X30 Paq.X100 A4";"Oficina > Sobres";;;;;;;732.00;;1.01;3.00;24.00;33.50;500;90015;;SI;NO;;sobre;;;manila
sobre-manila-27x37-paq-x100-legal;"Sobre Manila 27X37 Paq.X100 Legal";"Oficina > Sobres";;;;;;;948.00;;1.62;3.00;27.00;41.00;300;90016;;SI;NO;;sobre;;;manila
sobre-comercial-80-grs-caja-x-500;"Sobre Comercial 80G En Caja X 500";"Oficina > Sobres";;;;;;;1,464.00;;1.79;29.50;17.50;12.50;250;90026;;SI;NO;;sobre;;;
tijera-pelikan-17-cms-oficina1;"Tijera Pelikan 17 Cms Oficina";"Oficina > Tijeras y Cutters";;;;;;;161.04;;0.06;1.00;7.00;18.00;30;340060;;SI;NO;;tijera;;;sabonis
juego-de-geometria-maped-twinflex-3-piezas;"Juego De Geometria Maped Twinflex 3 Unidades";"Escolar > Reglas y Geometria";Color;Azul;;;;;140.40;;0.06;0.20;14.00;18.00;50;70330;;SI;NO;;geometria;;;maped
juego-de-geometria-maped-twinflex-3-piezas;;;Color;Rosa;;;;;140.40;;0.06;0.20;14.00;18.00;50;70330;;;;;;;;
juego-de-geometria-maped-20cm-3-piezas;"Juego De Geometria Maped 20Cm - 3 Unidades";"Escolar > Reglas y Geometria";;;;;;;59.40;;0.04;0.20;16.00;21.50;100;70007;;SI;NO;;;;;maped
juego-de-geometria-maped-30cm-4-piezas;"Juego De Geometria Maped 30Cm - 4 Unidades";"Técnica, Escolar > Reglas y Geometria";;;;;;;140.40;;0.08;0.30;17.00;32.00;70;70037;;SI;NO;;;;;maped
resaltador-stabilo-pastel;"Resaltador Stabilo Pastel";"Mundo Pastel, Facultad > Resaltadores, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores";Color;Rosa;;;;;85.00;77.00;0.02;1.50;2.70;10.50;195;13996;;SI;NO;;pastel;;;stabilo
resaltador-stabilo-pastel;;;Color;Verde;;;;;85.00;77.00;0.02;1.50;2.70;10.50;197;13995;;;;;;;;
resaltador-stabilo-pastel;;;Color;Amarillo;;;;;85.00;77.00;0.02;1.50;2.70;10.50;96;13992;;;;;;;;
resaltador-stabilo-pastel;;;Color;Real;;;;;85.00;77.00;0.02;1.50;2.70;10.50;198;13997;;;;;;;;
resaltador-stabilo-pastel;;;Color;lila;;;;;85.00;77.00;0.02;1.50;2.70;10.50;196;13994;;;;;;;;
resaltador-stabilo-pastel;;;Color;Naranja;;;;;85.00;77.00;0.02;1.50;2.70;10.50;146;13993;;;;;;;;
resaltador-trabi-pastel;"Resaltador Trabi Pastel";"Mundo Pastel, Oficina > Resaltadores, Facultad > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores";Color;Rosa;;;;;43.75;;0.02;2.00;2.50;11.50;68;14079;;SI;NO;;"pastel, resaltador, trabi";;;trabi
resaltador-trabi-pastel;;;Color;Amarillo;;;;;43.75;;0.02;2.00;2.50;11.50;67;14075;;;;;;;;
resaltador-trabi-pastel;;;Color;Naranja;;;;;43.75;;0.02;2.00;2.50;11.50;65;14299;;;;;;;;
resaltador-trabi-pastel;;;Color;Verde;;;;;43.75;;0.02;2.00;2.50;11.50;66;14076;;;;;;;;
resaltador-trabi-pastel;;;Color;violeta;;;;;43.75;;0.02;2.00;2.50;11.50;66;14078;;;;;;;;
resaltador-trabi-pastel;;;Color;Gris;;;;;43.75;;0.02;2.00;2.50;11.50;19;14312;;;;;;;;
resaltador-trabi-pastel;;;Color;turquesa;;;;;43.75;;0.02;2.00;2.50;11.50;0;14300;;;;;;;;
resaltador-trabi-pastel;;;Color;celeste;;;;;43.75;;0.02;2.00;2.50;11.50;67;14077;;;;;;;;
abrochadora-10-hefter-hp-10b;"Abrochadora 10 Hefter Hp-10B";"Oficina > Abrochadoras y Perforadoras";;;;;;;190.00;;0.22;7.80;2.00;15.80;20;101380;;SI;NO;;;;;hefter
abrochadora-10-simball-soho;"Abrochadora 10 Simball Soho";"Oficina > Abrochadoras y Perforadoras";;;;;;;135.00;;0.05;4.70;3.00;10.30;25;101640;;SI;NO;;;;;simball
abrochadora-10-50-grap-pinza;"Abrochadora 10/50 Grap Pinza";"Oficina > Abrochadoras y Perforadoras";;;;;;;632.50;;0.24;7.50;1.80;16.00;30;100192;;SI;NO;;;;;grap
abrochadora-21-6-grap-pinza;"Abrochadora 21/6 Grap Pinza";"Oficina > Abrochadoras y Perforadoras";;;;;;;701.50;;0.30;7.50;2.50;16.00;15;100169;;SI;NO;;;;;grap
abrochadora-24-6-hefter-hp-12a;"Abrochadora 24/6 Hefter Hp-12A";"Oficina > Abrochadoras y Perforadoras";;;;;;;230.00;;0.33;7.70;3.00;18.00;24;101381;;SI;NO;;abrochadora;;;hefter
abrochadora-24-6-simball-soho;"Abrochadora 24/6 Simball Soho";"Oficina > Abrochadoras y Perforadoras";;;;;;;170.00;;0.14;6.40;4.50;14.50;40;101586;;SI;NO;;;;;mit
abrochadora-sin-broche-sifap;"Abrochadora Sin Broches Sifap";"Oficina > Abrochadoras y Perforadoras";;;;;;;116.63;;0.07;5.00;5.80;5.80;25;101323;;SI;NO;;;;;sifap
broche-p-abr-10-mit-x1000;"Broche P/Abrochadora 10 Mit X1000";"Oficina > Abrochadoras y Perforadoras";;;;;;;32.00;;0.02;1.00;2.80;5.50;400;100546;;SI;NO;;broche;;;mit
broche-p-abr-10-50-grap-x1000;"Broche P/Abrochadora 10/50 Grap X1000";"Oficina > Abrochadoras y Perforadoras";;;;;;;34.77;;0.03;1.30;2.80;5.80;500;100037;;SI;NO;;broche;;;grap
broche-p-abr-10-50-grap-x5000;"Broche P/Abrochadora 10/50 Grap X5000";"Oficina > Abrochadoras y Perforadoras";;;;;;;138.00;;0.13;2.70;5.10;5.70;50;100325;;SI;NO;;broche;;;grap
broche-p-abrochadora-21-6-mit-x-1000;"Broche P/Abrochadora 21/6 Mit X 1000";"Oficina > Abrochadoras y Perforadoras";;;;;;;40.00;;0.04;1.40;3.60;5.40;300;100031;;SI;NO;;broche;;;mit
broche-p-abr-21-6-mit-x5000;"Broche P/Abrochadora 21/6 Mit X5000";"Oficina > Abrochadoras y Perforadoras";;;;;;;186.50;;0.16;3.40;5.50;7.00;60;100427;;SI;NO;;broche;;;mit
broche-p-abr-24-6-grap-x1000;"Broche P/Abrochadora 24/6 Grap X1000";"Oficina > Abrochadoras y Perforadoras";;;;;;;46.00;;0.05;1.50;3.50;6.70;219;100034;;SI;NO;;broche;;;grap
broche-p-abr-24-8-grap-x1000;"Broche P/Abrochadora 24/8 Grap X1000";"Oficina > Abrochadoras y Perforadoras";;;;;;;109.25;;0.11;2.90;4.60;5.90;160;100103;;SI;NO;;broche;;;grap
broche-p-abr-50-mit-x1000;"Broche P/Abrochadora 50 Mit X1000";"Oficina > Abrochadoras y Perforadoras";;;;;;;38.00;;0.02;1.00;3.00;5.40;350;100545;;SI;NO;;broche;;;mit
broche-p-abr-64-mit-x1000;"Broche P/Abrochadora .64 Mit X1000";"Oficina > Abrochadoras y Perforadoras";;;;;;;35.00;;0.13;0.90;2.70;5.40;230;100035;;SI;NO;;broche;;;mit
sacabroche-sifap;"Sacabroche Sifap";"Oficina > Abrochadoras y Perforadoras";;;;;;;55.90;;0.03;3.30;3.90;6.00;40;100154;;SI;NO;;sacabroche;;;sifap
perforador-mit-chico-pintado;"Perforador Mit Chico Pintado";"Oficina > Abrochadoras y Perforadoras";;;;;;;480.00;;0.20;6.50;4.50;10.70;20;100016;;SI;NO;;perforador;;;mit
perforador-mit-mediano-pintado;"Perforador Mit Mediano Pintado";;;;;;;;698.00;;0.38;6.00;12.00;13.40;10;100872;;SI;NO;;;;;
adhesivo-silicicona-liquida-215grs-pritt;"Adhesivo Silicona Liquida 215Grs Pritt";"Oficina > Adhesivos, Escolar > Adhesivos";;;;;;;319.00;;0.24;18.80;4.00;7.00;150;050175;;SI;NO;;"adhesivo, plasticola";;;PRITT
bibliorato-a4-avios-forrado;"Bibliorato A4 Avios Forrado";"Oficina > Biblioratos";Color;Rojo;;;;;198.00;;0.36;5.00;28.50;32.00;30;61573;;SI;NO;;bibliorato;;;avios
bibliorato-a4-avios-forrado;;;Color;Negro;;;;;198.00;;0.36;5.00;28.50;32.00;50;61575;;;;;;;;
bibliorato-a4-avios-forrado;;;Color;Azul;;;;;198.00;;0.36;5.00;28.50;32.00;30;61572;;;;;;;;
bibliorato-a4-avios-forrado;;;Color;Verde;;;;;198.00;;0.36;5.00;28.50;32.00;30;61574;;;;;;;;
bibliorato-oficio-avios;"Bibliorato Oficio Avios";"Oficina > Biblioratos";;;;;;;117.60;;0.42;7.50;28.50;36.50;40;61413;;SI;NO;;bibliorato;;;avios
bibliorato-a4-avios1;"Bibliorato A4 Avios";"Oficina > Biblioratos";;;;;;;117.60;;0.37;5.00;28.50;32.00;70;62173;;SI;NO;;bibliorato;;;avios
bibliorato-of-avios-forrado;"Bibliorato Oficio Avios Forrado";"Oficina > Biblioratos";Color;Azul;;;;;198.00;;0.42;7.50;28.50;36.50;10;61415;;SI;NO;;"bibliorato, oficio";;;avios
bibliorato-of-avios-forrado;;;Color;Negro;;;;;198.00;;0.42;7.50;28.50;36.50;20;61571;;;;;;;;
bibliorato-of-avios-forrado;;;Color;Rojo;;;;;198.00;;0.42;7.50;28.50;36.50;30;61569;;;;;;;;
bibliorato-of-avios-forrado;;;Color;Verde;;;;;198.00;;0.42;7.50;28.50;36.50;25;61570;;;;;;;;
caja-archivadora-n12-legal-md-217-premium;"Caja Archivadora N°12 Legal M&D 217 Premium";"Oficina > Caja archivadora";;;;;;;60.50;;0.20;11.50;28.00;39.00;79;101439;;SI;NO;;CAJA;;;M&D
caja-archivadora-n12-oficio-md-216-premium;"Caja Archivadora.N°12 Oficio.M&D 216 Premium";"Oficina > Caja archivadora";;;;;;;55.00;;0.19;11.50;25.00;36.50;99;101440;;SI;NO;;CAJA;;;M&D
caja-archivadora-plastico-legal-12-comahue;"Caja Archivadora.Plastico Legal 12 Comahue";"Oficina > Caja archivadora";;;;;;;170.00;;0.21;12.00;29.00;41.00;200;101123;;SI;NO;;CAJA;;;comahue
caja-md-americana-alta-407;"Caja M&D Americana Alta 407";"Oficina > Caja archivadora";;;;;;;231.00;;0.53;25.00;31.00;43.00;500;101351;;SI;NO;;CAJA;;;M&D
calculadora-casio-dh-120;"Calculadora Casio Dh-120";"Oficina > Calculadora, Escolar > Calculadoras";;;;;;;1,910.00;;0.25;3.00;15.50;19.40;20;220135;;SI;NO;;;;;casio
calculadora-casio-fx82-ms-cientifica;"Calculadora Casio Fx82 Ms Cientifica";"Técnica, Oficina > Calculadora, Escolar > Calculadoras";;;;;;;1,500.00;;0.19;3.00;8.70;18.50;40;220080;;SI;NO;;"cientifica, calculadora";;;casio
calculadora-deli-e1120-easy;"Calculadora Deli E1120 Easy";"Oficina > Calculadora, Escolar > Calculadoras";;;;;;;524.40;;0.09;2.00;8.00;15.50;15;220144;;SI;NO;;calculadora;;;deli
calculadora-ecal-tc-36;"Calculadora Ecal Tc-36";"Oficina > Calculadora, Escolar > Calculadoras";;;;;;;247.50;;0.05;1.20;6.50;12.70;15;220021;;SI;NO;;calculadora;;;ecal
lapiz-negro-faber-2b;"Lapiz Negro Faber 2B";"Oficina > Lápiz Negro, Escolar > Lápiz Negro";;;;;;;44.28;;0.01;7.00;7.00;17.20;200;11019;;SI;NO;;;;;"faber castell"
lapiz-negro-faber-3b;"Lapiz Negro Faber 3B";"Oficina > Lápiz Negro, Escolar > Lápiz Negro";;;;;;;44.28;;0.01;7.00;7.00;17.20;30;11559;;SI;NO;;;;;"faber castell"
lapiz-negro-faber-3h;"Lapiz Negro Faber 3H";"Oficina > Lápiz Negro, Escolar > Lápiz Negro";;;;;;;44.28;;0.01;7.00;7.00;17.20;200;10293;;SI;NO;;lapiz;;;"faber castell"
lapiz-negro-faber-4b;"Lapiz Negro Faber 4B";"Oficina > Lápiz Negro, Escolar > Lápiz Negro";;;;;;;44.28;;0.01;7.00;7.00;17.20;60;11560;;SI;NO;;lapiz;;;"faber castell"
lapiz-negro-faber-4h;"Lapiz Negro Faber 4H";"Oficina > Lápiz Negro, Escolar > Lápiz Negro";;;;;;;44.28;;0.01;7.00;7.00;17.20;100;11573;;SI;NO;;lapiz;;;"faber castell"
senalador-pagina-utilof-fluor;"Señalador Página Utilof Fluor";"Facultad > Señaladores de página, Oficina > Señalador página, Escolar > Señalador Página";;;;;;;96.00;;0.01;0.30;5.00;7.50;150;100681;;SI;NO;;;;;
