Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca
resaltador-stabilo-pastel;;;Color;Amarillo;;;;;545,88;454,90;0.02;1.50;2.70;10.50;95;013992;;;;;;;;
resaltador-stabilo-pastel;;;Color;Real;;;;;545,88;454,90;0.02;1.50;2.70;10.50;91;013997;;;;;;;;
resaltador-stabilo-pastel;;;Color;lila;;;;;545,88;454,90;0.02;1.50;2.70;10.50;99;013994;;;;;;;;
resaltador-stabilo-pastel;;;Color;Naranja;;;;;545,88;454,90;0.02;1.50;2.70;10.50;96;013993;;;;;;;;
marcadores-pelikan-markatodo-x8;Marcadores PELIKAN Markatodo x8;Facultad > Marcadores > Al Agua, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;5237,10;;0.11;2.00;12.00;15.00;0;014925;;SI;NO;;marcadores, Markatodo;;;PELIKAN
microfibras-maped-x20;Microfibras MAPED X20;Facultad > Marcadores > Microfibras;;;;;;;3523,59;3063,99;0.14;2.00;11.00;24.00;0;013474;;SI;NO;;microfibras;;;MAPED
lapiz-negro-plantec;Lapiz Negro PLANTEC;;Modelo;2H;;;;;112,22;;0.01;1.00;1.00;17.50;0;014808;;SI;NO;;Lapiz negro;;;PLANTEC
lapiz-negro-plantec;;;Modelo;H;;;;;112,22;;0.01;1.00;1.00;17.50;0;014809;;;;;;;;
lapiz-negro-plantec;;;Modelo;HB;;;;;112,22;;0.01;1.00;1.00;17.50;0;014810;;;;;;;;
lapiz-negro-plantec;;;Modelo;B;;;;;112,22;;0.01;1.00;1.00;17.50;0;014811;;;;;;;;
lapiz-negro-plantec;;;Modelo;2B;;;;;112,22;;0.01;1.00;1.00;17.50;0;014812;;;;;;;;
lapiz-negro-koh-i-noor;Lapiz Negro KOH-I-NOOR;;Medidas;2H;;;;;154,58;;0.01;1.00;1.00;17.50;30;013987;;SI;NO;;Lapiz Negro;;;Koh-I-Noor
lapiz-negro-koh-i-noor;;;Medidas;HB;;;;;186,37;;0.01;1.00;1.00;17.50;30;013979;;;;;;;;
lapiz-negro-koh-i-noor;;;Medidas;2B;;;;;186,37;;0.01;1.00;1.00;17.50;29;013991;;;;;;;;
lapiz-negro-koh-i-noor;;;Medidas;3B;;;;;186,37;;0.01;1.00;1.00;17.50;29;013981;;;;;;;;
lapiz-negro-koh-i-noor;;;Medidas;5B;;;;;186,37;;0.01;1.00;1.00;17.50;30;013982;;;;;;;;
lapiz-negro-koh-i-noor;;;Medidas;6B;;;;;186,37;;0.01;1.00;1.00;17.50;30;013983;;;;;;;;
lapiz-negro-koh-i-noor;;;Medidas;7B;;;;;186,37;;0.01;1.00;1.00;17.50;30;013984;;;;;;;;
lapiz-negro-koh-i-noor;;;Medidas;8B;;;;;186,37;;0.01;1.00;1.00;17.50;30;013985;;;;;;;;
lapiz-negro-stabilo-282;Lapiz negro Stabilo 282;Escolar > Lápiz Negro, Oficina > Lápiz Negro;Tipo;4H;;;;;260,00;;0.01;0.70;0.70;17.30;15;010594;;SI;NO;;Lapiz Negro;;;Stabilo
lapiz-negro-stabilo-282;;;Tipo;3H;;;;;262,44;;0.01;0.70;0.70;17.30;18;011057;;;;;;;;
lapiz-negro-stabilo-282;;;Tipo;2H;;;;;260,00;;0.01;0.70;0.70;17.30;14;011056;;;;;;;;
lapiz-negro-stabilo-282;;;Tipo;HB;;;;;260,00;;0.01;0.70;0.70;17.30;13;011046;;;;;;;;
lapiz-negro-stabilo-282;;;Tipo;2B;;;;;260,00;;0.01;0.70;0.70;17.30;10;011048;;;;;;;;
lapiz-negro-stabilo-282;;;Tipo;3B;;;;;260,00;;0.01;0.70;0.70;17.30;13;011049;;;;;;;;
lapiz-negro-stabilo-282;;;Tipo;4B;;;;;260,00;;0.01;0.70;0.70;17.30;16;011050;;;;;;;;
lapiz-negro-stabilo-282;;;Tipo;5B;;;;;262,44;;0.01;0.70;0.70;17.30;18;011051;;;;;;;;
lapiz-negro-stabilo-282;;;Tipo;6B;;;;;260,00;;0.01;0.70;0.70;17.30;19;011052;;;;;;;;
lapiz-negro-stabilo-282;;;Tipo;7B;;;;;262,44;;0.01;0.70;0.70;17.30;19;011053;;;;;;;;
lapiz-negro-stabilo-282;;;Tipo;8B;;;;;260,00;;0.01;0.70;0.70;17.30;18;011054;;;;;;;;
lapiz-negro-faber-castell-gold;Lapiz Negro Faber Castell GOLD;Escolar > Lápiz Negro, Oficina > Lápiz Negro;Medidas;4H;;;;;230,00;;0.01;7.00;7.00;17.20;40;011573;;SI;NO;;Lapiz negro;;;Faber Castell
lapiz-negro-faber-castell-gold;;;Medidas;3H;;;;;230,00;;0.01;7.00;7.00;17.20;69;010293;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;2H;;;;;230,00;;0.01;7.00;7.00;17.20;63;011020;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;H;;;;;230,00;;0.01;7.00;7.00;17.20;69;011557;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;F;;;;;230,00;;0.01;7.00;7.00;17.20;70;011788;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;HB;;;;;230,00;;0.01;7.00;7.00;17.20;63;011018;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;B;;;;;230,00;;0.01;7.00;7.00;17.20;67;011558;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;2B;;;;;230,00;;0.01;7.00;7.00;17.20;58;011019;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;3B;;;;;230,00;;0.01;7.00;7.00;17.20;68;011559;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;4B;;;;;230,00;;0.01;7.00;7.00;17.20;68;011560;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;5B;;;;;230,00;;0.01;7.00;7.00;17.20;69;011561;;;;;;;;
lapiz-negro-faber-castell-gold;;;Medidas;6B;;;;;230,00;;0.01;7.00;7.00;17.20;67;011562;;;;;;;;
placa-aprietapapel-ezco-a5;Placa aprietapapel EZCO A5;Oficina;;;;;;;842,39;;0.12;0.60;15.50;23.00;97;062266;;SI;NO;;Placa Aprietapapel;;;EZCO
marcadores-borrable-sabonis;Marcadores Borrable SABONIS;Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;1173,76;;0.10;1.50;12.00;15.00;13;013584;;SI;NO;;marcadores, Borrables;;;SABONIS
adhesivo-con-glitter-pelikan;Adhesivo con Glitter PELIKAN;;Color;Amarillo Claro;;;;;432,00;;0.07;2.00;4.00;11.00;50;050165;;SI;NO;;;;;
adhesivo-con-glitter-pelikan;;;Color;Azul Electrico;;;;;432,00;;0.07;2.00;4.00;11.00;47;050200;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Azul Rey;;;;;432,00;;0.07;2.00;4.00;11.00;50;050138;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Celeste Claro;;;;;432,00;;0.07;2.00;4.00;11.00;50;050164;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Cobre;;;;;432,00;;0.07;2.00;4.00;11.00;50;050201;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Dorado;;;;;432,00;;0.07;2.00;4.00;11.00;48;050142;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Fucsia;;;;;432,00;;0.07;2.00;4.00;11.00;47;050169;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Lila;;;;;432,00;;0.07;2.00;4.00;11.00;48;050139;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Morado;;;;;432,00;;0.07;2.00;4.00;11.00;50;050202;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Multicolor;;;;;432,00;;0.07;2.00;4.00;11.00;50;050167;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Naranja;;;;;432,00;;0.07;2.00;4.00;11.00;48;050140;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Negro;;;;;432,00;;0.07;2.00;4.00;11.00;50;050141;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Oro Claro;;;;;432,00;;0.07;2.00;4.00;11.00;50;050166;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Perla;;;;;432,00;;0.07;2.00;4.00;11.00;50;050143;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Plateado;;;;;432,00;;0.07;2.00;4.00;11.00;49;050144;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Rojo;;;;;432,00;;0.07;2.00;4.00;11.00;47;050145;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Rosa Mexicano;;;;;432,00;;0.07;2.00;4.00;11.00;50;050146;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Rosa Pastel;;;;;432,00;;0.07;2.00;4.00;11.00;50;050168;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Turquesa;;;;;432,00;;0.07;2.00;4.00;11.00;49;050137;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Verde Bandera;;;;;432,00;;0.07;2.00;4.00;11.00;48;050147;;;;;;;;
adhesivo-con-glitter-pelikan;;;Color;Verde Limon;;;;;432,00;;0.07;2.00;4.00;11.00;49;050148;;;;;;;;
cera-dactilar-pelikan;Cera Dactilar PELIKAN;;;;;;;;940,80;;0.02;1.00;7.00;7.00;50;100048;;SI;NO;;Cera Dactilar;;;PELIKAN
magimasa-pelikan;Magimasa PELIKAN;;Color;Amarillo;;;;;497,28;;0.13;7.00;7.00;8.00;16;210166;;SI;NO;;Masas;;;PELIKAN
magimasa-pelikan;;;Color;Azul;;;;;497,28;;0.13;7.00;7.00;8.00;18;210180;;;;;;;;
magimasa-pelikan;;;Color;Blanco;;;;;497,28;;0.13;7.00;7.00;8.00;20;210186;;;;;;;;
magimasa-pelikan;;;Color;Celeste;;;;;497,28;;0.13;7.00;7.00;8.00;20;210185;;;;;;;;
magimasa-pelikan;;;Color;Marrón;;;;;497,28;;0.13;7.00;7.00;8.00;20;210182;;;;;;;;
magimasa-pelikan;;;Color;Naranja;;;;;497,28;;0.13;7.00;7.00;8.00;20;210182;;;;;;;;
magimasa-pelikan;;;Color;Negro;;;;;497,28;;0.13;7.00;7.00;8.00;20;210183;;;;;;;;
magimasa-pelikan;;;Color;Rojo;;;;;497,28;;0.13;7.00;7.00;8.00;17;210164;;;;;;;;
magimasa-pelikan;;;Color;Rosa;;;;;497,28;;0.13;7.00;7.00;8.00;8;210167;;;;;;;;
magimasa-pelikan;;;Color;Verde;;;;;497,28;;0.13;7.00;7.00;8.00;18;210165;;;;;;;;
magimasa-pelikan;;;Color;Violeta;;;;;497,28;;0.13;7.00;7.00;8.00;10;210184;;;;;;;;
magimasa-pelikan;;;Color;Amarillo Neon;;;;;497,28;;0.13;7.00;7.00;8.00;0;210168;;;;;;;;
magimasa-pelikan;;;Color;Verde Claro;;;;;497,28;;0.13;7.00;7.00;8.00;20;210170;;;;;;;;
magimasa-pelikan;;;Color;Verde Neon;;;;;497,28;;0.13;7.00;7.00;8.00;20;210169;;;;;;;;
boligrafo-paper-mate-inkjoy-rt-x-8;Boligrafo PAPER MATE Inkjoy RT x 8;Escolar > Bolígrafos y Rollerballs, Facultad > Bolígrafos;Capacidad;x8;;;;;895,83;;0.07;1.50;15.00;20.00;44;014179;;SI;NO;;boligrafo, candypop, inkjoy;;;PAPER MATE
boligrafo-paper-mate-inkjoy-rt-x-4;Boligrafo PAPER MATE Inkjoy RT x 4;Escolar > Bolígrafos y Rollerballs, Facultad > Bolígrafos;Capacidad;x4;;;;;469,24;;0.04;1.50;9.50;19.40;45;014176;;SI;NO;;boligrafo, candypop, inkjoy;;;PAPER MATE
cuaderno-a5-paprika-rayado;Cuaderno A5 Paprika RAYADO;Facultad > Cuadernos Universitarios;Modelo;Zen;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041882;;SI;NO;;;;;paprika
cuaderno-a5-paprika-rayado;;;Modelo;Terraza;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041874;;;;;;;;
cuaderno-a5-paprika-rayado;;;Modelo;Spring;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041884;;;;;;;;
cuaderno-a5-paprika-rayado;;;Modelo;Mija;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041876;;;;;;;;
cuaderno-a5-paprika-rayado;;;Modelo;Shine;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041872;;;;;;;;
cuaderno-a5-paprika-rayado;;;Modelo;Jefa;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041878;;;;;;;;
cuaderno-a5-paprika-rayado;;;Modelo;Wild;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041880;;;;;;;;
cuaderno-a5-paprika-liso;Cuaderno A5 Paprika LISO;Facultad > Cuadernos Universitarios;Modelo;Zen;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041883;;SI;NO;;;;;paprika
cuaderno-a5-paprika-liso;;;Modelo;Terraza;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041875;;;;;;;;
cuaderno-a5-paprika-liso;;;Modelo;Spring;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041885;;;;;;;;
cuaderno-a5-paprika-liso;;;Modelo;Mija;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041877;;;;;;;;
cuaderno-a5-paprika-liso;;;Modelo;Shine;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041873;;;;;;;;
cuaderno-a5-paprika-liso;;;Modelo;Jefa;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041879;;;;;;;;
cuaderno-a5-paprika-liso;;;Modelo;Wild;;;;;1850,00;;0.33;21.00;15.00;1.00;0;041881;;;;;;;;
marcador-sharpie-paint-al-aceite;Marcador SHARPIE Paint al Aceite;Oficina > Marcadores > Indelebles > Industrial, Facultad > Marcadores > Indelebles;Color;Negro;;;;;1147,68;;0.02;1.50;1.50;15.00;17;011597;;SI;NO;;marcadores, indeleble, Industrial;;;SHARPIE
marcador-sharpie-paint-al-aceite;;;Color;Rojo;;;;;1147,68;;0.02;1.50;1.50;15.00;19;012453;;;;;;;;
marcador-sharpie-paint-al-aceite;;;Color;Azul;;;;;1147,68;;0.02;1.50;1.50;15.00;20;012454;;;;;;;;
marcador-sharpie-paint-al-aceite;;;Color;Verde;;;;;1147,68;;0.02;1.50;1.50;15.00;20;012455;;;;;;;;
marcador-sharpie-paint-al-aceite;;;Color;Amarillo;;;;;1147,68;;0.02;1.50;1.50;15.00;20;012456;;;;;;;;
cuadernito-a6-paprika;Cuadernito A6 PAPRIKA;Facultad > Cuadernos Universitarios;;;;;;;363,00;;0.03;0.50;10.50;14.80;17;322120;;SI;NO;;Cuadernito;;;PAPRIKA
cuadernito-rayado-talle-s-paprika;Cuadernito Rayado Talle S PAPRIKA;Facultad > Cuadernos Universitarios;Modelo;Perfection;;;;;1050,00;;0.19;1.00;14.00;19.00;0;041934;;SI;NO;;Cuadernito, Diario;;;PAPRIKA
cuadernito-rayado-talle-s-paprika;;;Modelo;Feelin Good;;;;;1050,00;;0.19;1.00;14.00;19.00;0;041930;;;;;;;;
cuadernito-rayado-talle-s-paprika;;;Modelo;Confeti;;;;;1050,00;;0.19;1.00;14.00;19.00;0;041928;;;;;;;;
cuadernito-rayado-talle-s-paprika;;;Modelo;Pelea como niña;;;;;1050,00;;0.19;1.00;14.00;19.00;0;041932;;;;;;;;
cuadernito-liso-talle-s-paprika;Cuadernito Liso Talle S PAPRIKA;Facultad > Cuadernos Universitarios;Modelo;Perfection;;;;;1050,00;;0.19;1.00;14.00;19.00;0;041935;;SI;NO;;Cuadernito, Diario;;;PAPRIKA
cuadernito-liso-talle-s-paprika;;;Modelo;Feelin Good;;;;;1050,00;;0.19;1.00;14.00;19.00;0;041931;;;;;;;;
cuadernito-liso-talle-s-paprika;;;Modelo;Confeti;;;;;1050,00;;0.19;1.00;14.00;19.00;0;041929;;;;;;;;
cuadernito-liso-talle-s-paprika;;;Modelo;Pelea como niña;;;;;1050,00;;0.19;1.00;14.00;19.00;0;041933;;;;;;;;
planner-semanal-paprika-esta-semana-la-rompo;Planner Semanal PAPRIKA Esta Semana la Rompo;;;;;;;;1137,40;;0.19;0.80;17.00;24.00;5;321834;;SI;NO;;Planners;;;PAPRIKA
planner-mensual-paprika;Planner Mensual PAPRIKA;;Modelo;Este mes la Rompo;;;;;968,00;;0.13;1.00;25.00;35.00;0;321835;;SI;NO;;Planners;;;PAPRIKA
planner-mensual-paprika;;;Modelo;Rock this Mes;;;;;968,00;;0.13;1.00;25.00;35.00;0;322119;;;;;;;;
planner-semanal-paprika-pocket;Planner semanal PAPRIKA Pocket;;;;;;;;677,60;;0.13;1.00;10.00;28.00;0;322121;;SI;NO;;Planners;;;PAPRIKA
boligrafo-paper-mate-inkjoy-gel-x4;Boligrafo PAPER MATE Inkjoy Gel x4;Facultad > Bolígrafos, Oficina > Bolígrafos;;;;;;;1921,92;;0.06;2.00;11.00;20.00;48;014185;;SI;NO;;Boligrafo en Gel;;;PAPER MATE
boligrafo-azul-paper-mate-inkjoy-gel-0-7mm;Boligrafo AZUL PAPER MATE Inkjoy Gel 0.7mm;Facultad > Bolígrafos, Oficina > Bolígrafos;;;;;;;1493,05;;0.03;2.00;9.00;20.00;0;013796;;SI;NO;;Boligrafo en Gel;;;PAPER MATE
boligrafo-paper-mate-retractil-inkjoy-gel-0-7mm;Boligrafo PAPER MATE Retractil Inkjoy Gel 0.7mm;Facultad > Bolígrafos, Oficina > Bolígrafos;Capacidad;x2;;;;;1493,05;;0.03;2.00;9.00;20.00;13;013797;;SI;NO;;Boligrafo en Gel;;;PAPER MATE
boligrafo-paper-mate-retractil-inkjoy-gel-0-7mm;;;Capacidad;x4;;;;;2986,10;;0.06;2.00;13.00;20.00;10;013798;;;;;;;;
boligrafo-paper-mate-retractil-inkjoy-gel-0-7mm;;;Capacidad;x8;;;;;5972,19;;0.12;2.00;20.00;20.00;9;013799;;;;;;;;
boligrafo-paper-mate-inkjoy-100-0-7mm;Boligrafo PAPER MATE Inkjoy 100 0.7mm;Facultad > Bolígrafos, Oficina > Bolígrafos;Capacidad;x4;;;;;288,00;;0.04;1.50;10.00;20.00;68;014917;;SI;NO;;boligrafo;;;PAPER MATE
boligrafo-paper-mate-inkjoy-100-0-7mm;;;Capacidad;x8;;;;;480,00;;0.07;1.50;15.00;20.00;60;014918;;;;;;;;
boligrafo-paper-mate-inkjoy-100-0-7mm;;;Capacidad;x10;;;;;588,00;;0.09;1.50;15.00;20.00;69;014924;;;;;;;;
boligrafos-paper-mate-inkjoy-candy-pop-x8;Boligrafos PAPER MATE Inkjoy Candy Pop x8;Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs, Oficina > Bolígrafos;;;;;;;682,54;;0.07;1.50;15.00;20.00;33;014178;;SI;NO;;boligrafo;;;PAPER MATE
boligrafo-paper-mate-inkjoy-rt-x-16;Boligrafo PAPER MATE Inkjoy RT x 16;Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs;Capacidad;x16;;;;;1864,18;1621,02;0.14;2.00;16.00;18.00;41;014180;;SI;NO;;boligrafo, candypop, inkjoy;;;PAPER MATE
fibra-sharpie-trazo-fino;Fibra Sharpie trazo Fino;Facultad > Marcadores > Indelebles, Escolar;Color;Negro;;;;;396,00;;0.08;1.00;1.00;17.00;0;010264;;SI;NO;;marcadores, indeleble;;;SHARPIE
fibra-sharpie-trazo-fino;;;Color;Rojo;;;;;396,00;;0.08;1.00;1.00;17.00;4;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Azul;;;;;396,00;;0.08;1.00;1.00;17.00;4;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Verde;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Marrón;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Naranja;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Violeta;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Celeste;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Rosa;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Oro;;;;;576,00;;0.08;1.00;1.00;17.00;5;012755;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Plata;;;;;576,00;;0.08;1.00;1.00;17.00;5;010495;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Bronce;;;;;576,00;;0.08;1.00;1.00;17.00;5;012756;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Púrpura;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;cyan;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;gris;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;lila;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;Lima;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
fibra-sharpie-trazo-fino;;;Color;aqua;;;;;396,00;;0.08;1.00;1.00;17.00;5;010264;;;;;;;;
borrador-p-pizarra-bca-topboard-de-plastico;Borrador P/Pizarra Bca. TopBoard De Plástico;Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra;;;;;;;977,23;;0.04;3.50;6.00;13.00;16;110008;;SI;NO;;borrador, pizarra, pizarron;;;TopBoard
borrador-p-pizarra-bca-pizzini-de-plastico;Borrador P/Pizarra Bca. Pizzini De Plástico;Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra;;;;;;;828,29;;0.04;3.50;7.00;16.00;11;110023;;SI;NO;;borrador, pizarra, pizarron;;;Pizzini
pinturas-a-la-tiza-eterna-100ml;Pinturas a la Tiza ETERNA 100ml;;Color;Nieve;;;;;380,54;;0.17;5.00;5.00;7.00;1;317522;;SI;NO;;Pintura a la tiza;;;ETERNA
pinturas-a-la-tiza-eterna-100ml;;;Color;Marfil;;;;;380,02;;0.17;5.00;5.00;7.00;1;317523;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Vainilla;;;;;380,54;;0.17;5.00;5.00;7.00;1;317524;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Arena;;;;;380,54;;0.17;5.00;5.00;7.00;2;317525;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Amarillo Claro;;;;;380,54;;0.17;5.00;5.00;7.00;1;317526;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Piedra;;;;;380,54;;0.17;5.00;5.00;7.00;1;317527;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Damasco;;;;;380,54;;0.17;5.00;5.00;7.00;0;317528;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Rubi;;;;;380,54;;0.17;5.00;5.00;7.00;1;317529;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Orquidea;;;;;380,54;;0.17;5.00;5.00;7.00;0;317530;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Rosa Ligero;;;;;380,54;;0.17;5.00;5.00;7.00;0;317531;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Lila;;;;;380,54;;0.17;5.00;5.00;7.00;0;317532;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Celeste;;;;;380,54;;0.17;5.00;5.00;7.00;2;317533;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Celeste Batic;;;;;380,54;;0.17;5.00;5.00;7.00;2;317534;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Petroleo;;;;;380,54;;0.17;5.00;5.00;7.00;0;317535;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Menta;;;;;380,54;;0.17;5.00;5.00;7.00;0;317536;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Aqua;;;;;380,54;;0.17;5.00;5.00;7.00;0;317537;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Lima;;;;;380,54;;0.17;5.00;5.00;7.00;0;317538;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Cemento;;;;;380,54;;0.17;5.00;5.00;7.00;2;317539;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Gris Azulado;;;;;380,54;;0.17;5.00;5.00;7.00;1;317540;;;;;;;;
pinturas-a-la-tiza-eterna-100ml;;;Color;Grafito;;;;;380,54;;0.17;5.00;5.00;7.00;0;317541;;;;;;;;
resma-a4-husares-pastel-75gr;Resma A4 Husares pastel 75Gr.;Oficina > Resmas;;;;;;;1263,60;;0.53;1.00;21.00;30.00;0;080413;;SI;NO;;resma;;;HUSARES
fibra-color-trabi-junior-x10;Fibra color TRABI Junior x10;Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;556,69;;0.09;2.00;13.00;21.00;24;010278;;SI;NO;;marcadores;;;TRABI
fibra-color-trabi-junior-x20;Fibra Color TRABI Junior x20;Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;1092,77;;0.17;2.00;20.00;24.00;22;011500;;SI;NO;;marcadores;;;TRABI
fibras-color-trabi-punta-pincel-fluo;Fibras Color TRABI Punta Pincel FLUO;Facultad > Marcadores > Al Agua, Facultad > Marcadores > Punta Pincel, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;845,35;;0.05;2.00;8.00;20.00;0;010216;;SI;NO;;Fibra, marcadores, punta pincel;;;TRABI
marcador-trabi-art-brush-pastel-x6;Marcador TRABI Art Brush Pastel x6;Facultad > Marcadores > Al Agua, Facultad > Marcadores > Punta Pincel, Mundo Pastel;;;;;;;1545,60;;0.07;2.00;8.00;20.00;34;014879;;SI;NO;;marcadores, punta pincel;;;TRABI
marcador-trabi-big-brush-pastel;Marcador TRABI Big Brush Pastel;Oficina > Marcadores > Punta Pincel, Facultad > Marcadores > Punta Pincel, Mundo Pastel;Color;Naranja;;;;;349,44;;0.02;2.00;2.00;14.00;42;014134;;SI;NO;;marcadores, Punta picel;;;TRABI
marcador-trabi-big-brush-pastel;;;Color;Rosa;;;;;349,44;;0.02;2.00;2.00;14.00;24;014133;;;;;;;;
marcador-trabi-big-brush-pastel;;;Color;Verde;;;;;349,44;;0.02;2.00;2.00;14.00;38;014132;;;;;;;;
marcador-trabi-big-brush-pastel;;;Color;Amarillo;;;;;349,44;;0.02;2.00;2.00;14.00;30;014131;;;;;;;;
marcador-trabi-big-brush-pastel;;;Color;celeste;;;;;349,44;;0.02;2.00;2.00;14.00;28;014135;;;;;;;;
marcador-trabi-big-brush-pastel;;;Color;violeta;;;;;349,44;;0.02;2.00;2.00;14.00;0;014136;;;;;;;;
marcador-trabi-big-brush-pastel;;;Color;Negro;;;;;349,44;;0.02;2.00;2.00;14.00;50;014130;;;;;;;;
