"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
microfibra-stabilo-point-88-x10;"Microfibra Stabilo Point 88 x10";"Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras";;;;;;;6,682.50;6,075.00;0.07;1.00;9.50;20.00;41;10277;;SI;NO;;;;;Stabilo;SI;;;;
clip-mooving-mickey-jumbo;"Clip Mooving Mickey Jumbo";"Escolar > Varios, Oficina > Clips y Chinches, Oficina > Otros accesorios, Bazar / Otros";;;;;;;998.13;;0.02;0.50;7.50;16.00;0;102054;;SI;NO;;;;;Mooving;SI;;;;
clips-mooving-mickey-33mm;"Clips Mooving Mickey 33mm";"Escolar > Varios, Oficina > Clips y Chinches, Oficina > Otros accesorios, Bazar / Otros";;;;;;;557.78;;0.03;0.50;8.00;9.00;10;102056;;SI;NO;;;;;Mooving;SI;;;;
mochila-baires-las-oreiro;"MOCHILA BAIRES LAS OREIRO";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;12,799.57;;0.40;40.00;26.00;5.00;0;420874;;NO;NO;;;;;mooving;SI;;;;
mochila-mickey-mouse-fluffy-blanca;"MOCHILA MICKEY MOUSE FLUFFY BLANCA";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;21,269.00;20,256.20;0.40;40.00;26.00;5.00;0;420932;;NO;NO;;;;;mooving;SI;;;;
moch-mooving-las-oreiro-fluffy;"MOCH.MOOVING LAS OREIRO FLUFFY";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;19,604.47;18,670.93;0.40;40.00;26.00;5.00;0;420929;;NO;NO;;;;;mooving;SI;;;;
mochila-mickey-mouse-fucsia;"MOCHILA MICKEY MOUSE FUCSIA";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;21,269.00;20,256.20;0.40;40.00;26.00;5.00;0;420931;;NO;NO;;;;;mooving;SI;;;;
kit-de-oficina-mooving-mickey;"Kit de Oficina Mooving Mickey";"Oficina > Clips y Chinches, Oficina > Notas y Notas Autoadhesivas, Oficina > Organizador de Escritorio, Oficina > Portataco y Artículos Escritorio";;;;;;;5,284.23;;0.14;2.00;15.50;16.00;0;102055;;NO;NO;;;;;Mooving;SI;;;;
clips-con-forma-mooving-mickey-x-3;"Clips Con Forma Mooving Mickey x 3";"Escolar > Varios, Oficina > Clips y Chinches, Oficina > Otros accesorios, Bazar / Otros";;;;;;;557.78;;0.03;0.50;7.00;19.00;0;102058;;NO;NO;;;;;Mooving;SI;;;;
binder-clips-mooving-mickey-x-4;"Binder Clips Mooving Mickey x 4";"Escolar > Varios, Oficina > Clips y Chinches, Oficina > Otros accesorios, Bazar / Otros";;;;;;;1,614.62;;0.05;2.00;7.00;8.00;0;102052;;NO;NO;;;;;Mooving;SI;;;;
imanes-de-cristal-mickey-redondos-x-4;"Imanes de Cristal Mickey redondos x 4";"Escolar > Varios, Oficina > Otros accesorios, Bazar / Otros";;;;;;;1,732.05;;0.05;1.50;9.00;7.50;0;391059;;NO;NO;;;;;Mooving;SI;;;;
taco-notas-adhesivas-mickey-mooving;"Taco Notas Adhesivas Mickey Mooving";"Escolar > Señalador Página, Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas";;;;;;;1,203.63;;0.01;0.50;14.50;18.00;0;102060;;NO;NO;;;;;Mooving;SI;;;;
fibra-color-punta-pincel-mooving-x-10;"Fibra Color Punta Pincel Mooving x 10";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel";;;;;;;2,322.00;;0.09;1.20;11.00;16.00;0;14790;;NO;NO;;;;;Mooving;SI;;;;
lapiz-color-x12-mooving-coloring;"LAPIZ COLOR X12 MOOVING COLORING";"Escolar > Lapices de Colores";;;;;;;1,673.34;;0.09;1.00;9.00;18.00;0;14788;;NO;NO;;"lapices, lapiz, pastel";;;mooving;SI;;;;
fibra-stabilo-acuarel-pen-68-x82;"FIBRA STABILO ACUAREL Pen 68 X8+2";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;7,150.00;6,500.00;0.07;0.70;9.50;20.50;10;13643;;SI;NO;;"acuarelables, fibra, pen 68";;;Stabilo;SI;;;;
kit-mooving-3-en-1-golden-rose;"KIT MOOVING 3 EN 1 GOLDEN ROSE";"Oficina > Clips y Chinches";;;;;;;2,903.39;2,524.69;0.20;20.00;18.00;1.00;0;102068;;NO;NO;;"golden rose";;;mooving;SI;;;;
lapiz-color-x24-mooving-coloring;"LAPIZ COLOR X24 MOOVING COLORING";"Escolar > Lapices de Colores";;;;;;;3,781.16;3,287.96;0.15;17.00;18.00;1.00;0;14789;;NO;NO;;"lapices, lapiz, pastel";;;mooving;SI;;;;
microfibra-mooving-x20;"MICROFIBRA MOOVING X20";"Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras";;;;;;;5,748.06;5,225.51;0.25;16.00;26.00;2.00;0;14791;;NO;NO;;"marcador, microfibra";;;mooving;SI;;;;
canopla-1p-mooving-kawaii;"CANOPLA 1P MOOVING KAWAII";"Escolar > Cartucheras";;;;;;;3,875.10;;0.17;20.00;13.00;1.00;0;381532;;NO;NO;;"canopla, cartuchera";;;mooving;SI;;;;
canopla-mooving-plegable-friends;"CANOPLA MOOVING PLEGABLE FRIENDS";"Escolar > Cartucheras";;;;;;;5,988.79;;0.14;14.00;21.00;2.00;0;381530;;NO;NO;;"canopla, cartuchera";;;mooving;SI;;;;
canopla-mooving-doble-river;"CANOPLA MOOVING DOBLE RIVER";"Escolar > Cartucheras";;;;;;;4,726.45;;0.12;11.00;20.00;3.00;0;381465;;NO;NO;;"canopla, cartuchera";;;mooving;SI;;;;
canopla-mooving-doble-boca;"CANOPLA MOOVING DOBLE BOCA";"Escolar > Cartucheras";;;;;;;4,726.45;;0.12;11.00;20.00;3.00;0;381470;;NO;NO;;"canopla, cartuchera";;;mooving;SI;;;;
canopla-mooving-eva-friends;"CANOPLA MOOVING EVA FRIENDS";"Escolar > Cartucheras";;;;;;;6,942.88;6,311.71;0.25;20.00;14.00;1.00;0;381531;;NO;NO;;canopla;;;mooving;SI;;;;
canopla-mooving-san-lorenzo;"CANOPLA MOOVING SAN LORENZO";"Escolar > Cartucheras";;;;;;;5,748.06;5,225.51;0.23;20.00;13.00;3.00;0;381451;;NO;NO;;"canopla, cartuchera";;;mooving;SI;;;;
canopla-mooving-eva-simones;"CANOPLA MOOVING EVA SIMONES";"Escolar > Cartucheras";;;;;;;6,942.88;6,311.71;0.26;20.00;14.00;1.00;0;380990;;NO;NO;;canopla;;;mooving;SI;;;;
canopla-1p-mooving-poopsie;"CANOPLA 1P MOOVING POOPSIE";"Escolar > Cartucheras";;;;;;;3,875.10;;0.18;13.00;20.00;1.00;0;381533;;NO;NO;;canopla;;;mooving;SI;;;;
canopla-1p-mooving-line-friends;"CANOPLA 1P MOOVING LINE FRIENDS";"Escolar > Cartucheras";;;;;;;3,875.10;;0.18;13.00;20.00;1.00;0;381462;;NO;NO;;"canopla, cartuchera";;;mooving;SI;;;;
canopla-desplegable-las-oreiro;"CANOPLA DESPLEGABLE LAS OREIRO";"Escolar > Cartucheras";;;;;;;6,587.67;5,988.79;0.13;1.00;14.00;0.20;0;381469;;NO;NO;;"canopla, cartuchera";;;mooving;SI;;;;
boligrafo-punta-fina-panda;"Boligrafo punta fina Panda";"Escolar > Bolígrafos y Rollerballs, Facultad > Bolígrafos, Oficina > Bolígrafos";;;;;;;301.25;251.04;0.05;1.00;1.00;18.00;0;14787;;NO;NO;;;;;;SI;;;;
mochila-arte-twill-rosa;"Mochila Arte Twill Rosa";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;76,000.61;72,381.53;0.50;5.00;40.00;20.00;0;420845;;NO;NO;;;;;arte;SI;;;;
carpeta-escolar-n-3-onix;"Carpeta Escolar N 3 - Onix";"Escolar > Carpetas escolares";;;;;;;3,213.44;;0.27;5.50;25.00;24.00;0;62531;;NO;NO;;;;;Onix;SI;;;;
carpeta-escolar-n-3-cartopel-peace;"Carpeta Escolar N 3 - Cartopel Peace";"Escolar > Carpetas escolares";;;;;;;2,199.62;;0.27;5.50;25.00;24.00;0;62461;;NO;NO;;;;;Cartopel;SI;;;;
carpeta-escolar-n-3-cartopel-sweet;"Carpeta Escolar N 3 - Cartopel Sweet";"Escolar > Carpetas escolares";;;;;;;2,199.62;;0.27;5.50;25.00;24.00;0;62462;;NO;NO;;;;;Cartopel;SI;;;;
carpeta-escolar-n-3-inkdrop-scombro;"Carpeta Escolar N 3 - Inkdrop Scombro";"Escolar > Carpetas escolares";;;;;;;2,553.60;;0.27;5.50;25.00;24.00;0;61918;;NO;NO;;;;;inkdrop;SI;;;;
carpeta-escolar-n-3-inkdrop-dogy;"Carpeta Escolar N 3 - Inkdrop Dogy";"Escolar > Carpetas escolares";;;;;;;2,553.60;;0.27;5.50;25.00;24.00;0;62505;;NO;NO;;;;;inkdrop;SI;;;;
carpeta-escolar-n-3-inkdrop-amo-mi-pais;"Carpeta Escolar N 3 - Inkdrop Amo mi Pais";"Escolar > Carpetas escolares";;;;;;;2,553.60;;0.27;5.50;25.00;24.00;0;62505;;NO;NO;;;;;inkdrop;SI;;;;
carpeta-escolar-n-3-inkdrop-faces;"Carpeta Escolar N 3 - Inkdrop Faces";"Escolar > Carpetas escolares";;;;;;;2,553.60;;0.27;5.50;25.00;24.00;0;62554;;NO;NO;;;;;inkdrop;SI;;;;
carpeta-escolar-n-3-inkdrop-chimola;"Carpeta Escolar N 3 - Inkdrop Chimola";"Escolar > Carpetas escolares";;;;;;;2,553.60;;0.27;5.50;25.00;24.00;0;62497;;NO;NO;;;;;inkdrop;SI;;;;
carpeta-escolar-n-3-inkdrop;"Carpeta Escolar N 3 - Inkdrop";"Escolar > Carpetas escolares";;;;;;;2,553.60;;0.27;5.50;25.00;24.00;9;62567;;SI;NO;;;;;inkdrop;SI;;;;
carpeta-escolar-n-3-rexon-monster;"Carpeta Escolar N 3 - Rexon Monster";"Escolar > Carpetas escolares";;;;;;;1,865.13;;0.27;5.50;25.00;24.00;0;61282;;NO;NO;;;;;Rexon;SI;;;;
carpeta-escolar-n-3-rexon-risk-hunter;"Carpeta Escolar N 3 - Rexon Risk Hunter";"Escolar > Carpetas escolares";;;;;;;1,865.13;;0.27;5.50;25.00;24.00;0;61524;;NO;NO;;;;;Rexon;SI;;;;
taco-adhesivo-kores-x-250-hojas;"Taco Adhesivo Kores x 250 hojas";"Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas";;;;;;;5,427.61;4,719.66;0.10;7.00;7.00;3.00;11;101257;;SI;NO;;"post it";;;kores;SI;;;;
goma-de-borrar-maped-stick;"Goma de Borrar Maped Stick";"Escolar > Gomas de borrar, Facultad > Correctores y Borradores, Oficina > Goma de borrar";;;;;;;2,157.92;1,876.45;0.02;1.50;7.00;11.00;0;110220;;NO;NO;;;;;maped;SI;;;;
kit-pintura-a-la-tiza-eq;"Kit Pintura a la Tiza EQ";"Artística > Pintura > Decorativa > A La Tiza";;;;;;;22,353.73;;2.45;7.50;22.50;32.00;0;318210;;NO;NO;;;;;eqarte;SI;;;;
kit-acrilicos-eq;"Kit Acrilicos EQ";"Artística > Pintura > Acrílicos";;;;;;;22,269.61;;2.30;7.50;22.50;32.00;0;318209;;NO;NO;;;;;eqarte;SI;;;;
kit-pintura-para-tela-eq;"Kit Pintura para Tela EQ";"Artística > Pintura > Decorativa > Para Tela";;;;;;;21,317.04;;1.21;7.50;22.50;32.00;0;318208;;SI;NO;;;;;eqarte;SI;;;;
cartuchera-sabonis-cilindrica;"Cartuchera Sabonis Cilindrica";"Escolar > Cartucheras";;;;;;;4,290.00;;0.10;20.00;7.00;7.00;8;381321;;SI;NO;;"canopla, cartuchera, estuche";;;sabonis;SI;;;;
block-de-dibujo-n-5-afiche-el-nene;"Block De Dibujo N° 5 Afiche El Nene";"Escolar > Blocks de hojas y repuestos";;;;;;;4,003.87;;0.23;0.50;22.00;29.80;10;120277;;SI;NO;;;;;"El Nene";SI;;;;
block-de-dibujo-n-5-negro-el-nene;"Block De Dibujo N° 5 Negro El Nene";"Escolar > Blocks de hojas y repuestos";;;;;;;4,010.41;;0.23;0.50;22.00;29.80;11;120185;;SI;NO;;;;;"El Nene";SI;;;;
block-cartulina-animada-domestico-n5-exito;"Block Cartulina Animada Domestico N5 Exito";"Escolar > Blocks de hojas y repuestos";;;;;;;3,339.83;;0.28;0.50;22.00;32.00;12;120335;;SI;NO;;;;;Exito;SI;;;;
block-cartulina-animada-granja-n5-exito;"Block Cartulina Animada Granja N5 Exito";"Escolar > Blocks de hojas y repuestos";;;;;;;3,339.83;;0.28;0.50;22.00;32.00;10;120337;;SI;NO;;;;;Exito;SI;;;;
block-de-dibujo-pastel-n5-exito;"Block de Dibujo Pastel N5 Exito";"Escolar > Blocks de hojas y repuestos";;;;;;;2,168.78;;0.28;0.50;22.00;32.00;5;120296;;SI;NO;;;;;Exito;SI;;;;
block-cartulina-fantasia-n-5-el-nene;"Block Cartulina Fantasia N° 5 El Nene";"Escolar > Blocks de hojas y repuestos";;;;;;;5,880.30;;0.24;0.50;22.00;29.80;22;120238;;SI;NO;;;;;"El Nene";SI;;;;
cuaderno-de-caligrafia-n1-plantec;"Cuaderno de Caligrafia N1 Plantec";"Escolar > Cuadernos, Escolar > Varios";;;;;;;2,315.68;;0.17;0.50;20.50;29.50;6;40994;;SI;NO;;"caligrafia, cuaderno, n1, nivel inicial, numero 1";;;Plantec;SI;;;;
cuaderno-de-caligrafia-n3-plantec;"Cuaderno de Caligrafia N3 Plantec";"Escolar > Cuadernos, Escolar > Varios";;;;;;;2,315.68;;0.13;0.50;19.00;24.00;0;41633;;NO;NO;;;;;Plantec;SI;;;;
fibra-color-x12-util-uno-classic;"Fibra Color x12 Util Uno Classic";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;376.16;;0.06;1.00;12.00;15.00;0;14596;;NO;NO;;;;;"Util Uno";SI;;;;
fibra-color-x12-bic-evolution;"Fibra Color x12 Bic Evolution";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;8,184.00;;0.22;2.00;17.50;20.00;15;14575;;SI;NO;;;;;Bic;SI;;;;
fibra-color-x12-maped-jumbo-maxi;"Fibra Color x12 Maped Jumbo Maxi";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;4,758.51;;0.18;1.50;17.50;19.00;2;10535;;SI;NO;;;;;Maped;SI;;;;
fibra-color-x10-pizzini-maxi;"Fibra Color x10 Pizzini Maxi";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;4,249.01;;0.15;1.50;17.00;16.00;21;13787;;SI;NO;;;;;Pizzini;SI;;;;
fibra-color-x12-sylvapen-jumbo;"Fibra Color x12 Paper Mate Jumbo";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;3,550.00;;0.19;1.50;16.50;17.50;2;10496;;SI;NO;;"escolar, fibra, jumbo, marcador";;;Sylvapen;SI;;;;
marcadores-giotto-bebe-x-6;"Marcadores Giotto Bebe x 6";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;7,924.01;;0.11;2.00;12.00;21.00;9;14031;;SI;NO;;;;;Giotto;SI;;;;
lapices-de-colores-x-18-maped-duo-colorpeps;"Lapices de Colores x 18 Maped Duo ColorPeps";"Escolar > Lapices de Colores";;;;;;;6,495.40;;0.12;1.00;14.50;21.00;8;14774;;SI;NO;;"bicolor, color, lapiz, x18";;;Maped;SI;;;;
cuaderno-esp-para-zurdos-exito-z3-48-hojas;"Cuaderno ESP para Zurdos Exito Z3 48 Hojas";"Escolar > Cuadernos, Escolar > Para Zurdos";Modelo;Cuadriculado;;;;;4,411.70;;0.39;1.50;19.50;26.50;17;41567;;SI;NO;;;;;Exito;SI;;;;
cuaderno-esp-para-zurdos-exito-z3-48-hojas;;;Modelo;Rayado;;;;;4,411.70;;0.39;1.50;19.50;26.50;0;41384;;;;;;;;;;;;;
mochila-impermeable-fw-galaxy;"Mochila Impermeable FW Galaxy";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;48,943.61;46,612.97;0.78;14.00;24.00;33.00;0;420919;;NO;NO;;;;;FW;SI;;;;
cuaderno-a4-rayado-80-hojas-fw;"Cuaderno A4 Rayado 80 Hojas FW";"Facultad > Cuadernos Universitarios";Modelo;"Mundo 1";;;;;3,638.81;;0.37;1.50;21.50;29.50;0;41801;;NO;NO;;;;;Fw;SI;;;;
cuaderno-a4-rayado-80-hojas-fw;;;Modelo;"Mundo 2";;;;;3,638.81;;0.37;1.50;21.50;29.50;0;41801;;;;;;;;;;;;;
cuaderno-a4-rayado-80-hojas-fw;;;Modelo;"Mundo 3";;;;;3,638.81;;0.37;1.50;21.50;29.50;0;41801;;;;;;;;;;;;;
boligrafo-portaminas-pastel-rexon-silver;"Boligrafo + Portaminas Pastel Rexon Silver";"Escolar > Bolígrafos y Rollerballs, Escolar > Portaminas y Minas, Facultad > Bolígrafos, Oficina > Bolígrafos";Color;Azul;;;;;3,184.91;;0.09;3.00;6.00;18.50;0;14602;;NO;NO;;;;;Rexon;SI;;;;
boligrafo-portaminas-pastel-rexon-silver;;;Color;Negro;;;;;3,184.91;;0.09;3.00;6.00;18.50;0;14602;;;;;;;;;;;;;
boligrafo-portaminas-pastel-rexon-silver;;;Color;Rosa;;;;;3,184.91;;0.09;3.00;6.00;18.50;0;14602;;;;;;;;;;;;;
boligrafo-portaminas-pastel-rexon-silver;;;Color;Celeste;;;;;3,184.91;;0.09;3.00;6.00;18.50;0;14602;;;;;;;;;;;;;
boligrafo-portaminas-pastel-rexon-silver;;;Color;Verde;;;;;3,184.91;;0.09;3.00;6.00;18.50;0;14602;;;;;;;;;;;;;
masa-para-jugar-dido-granja-y-vaca;"Masa para Jugar Dido Granja y Vaca";"Juguetes y Libros";;;;;;;2,420.00;;0.17;6.00;12.50;21.00;0;210195;;NO;NO;;;;;dido;SI;;;;
boligrafos-paper-mate-inkjoy-kilometrico-x8;"Boligrafos Paper Mate Inkjoy Kilometrico x8";"Escolar > Bolígrafos y Rollerballs, Facultad > Bolígrafos";;;;;;;1,100.00;;0.11;1.60;19.50;16.00;2;12916;;NO;NO;;"boligrafo, gel, inkjoy, paper mate";;;"paper mate";SI;;;;
canopla-rexon-darling-bear-metalizadas;"Canopla Rexon Darling Bear Metalizadas";"Escolar > Cartucheras";Color;"Azul Metalizado";;;;;2,289.98;;0.06;4.00;8.50;18.50;0;381480;;NO;NO;;;;;Rexon;SI;;;;
canopla-rexon-darling-bear-metalizadas;;;Color;"Lila Metalizado";;;;;2,289.98;;0.06;4.00;8.50;18.50;0;381480;;;;;;;;;;;;;
canopla-rexon-darling-bear-metalizadas;;;Color;Plateado;;;;;2,289.98;;0.06;4.00;8.50;18.50;0;381480;;;;;;;;;;;;;
mochila-peluche-infantil-import-express;"Mochila Peluche Infantil Import Express";"Escolar > Mochilas";Color;Crema;;;;;8,903.99;;0.16;2.00;30.00;27.00;0;420927;;NO;NO;;;;;"Olami Import Express";SI;;;;
mochila-peluche-infantil-import-express;;;Color;Fucsia;;;;;8,903.99;;0.16;2.00;30.00;27.00;0;420927;;;;;;;;;;;;;
mochila-peluche-infantil-import-express;;;Color;Rosa;;;;;8,903.99;;0.16;2.00;30.00;27.00;0;420927;;;;;;;;;;;;;
mochila-peluche-infantil-import-express;;;Color;Violeta;;;;;8,903.99;;0.16;2.00;30.00;27.00;0;420927;;;;;;;;;;;;;
resaltadores-rexon-pastel;"Resaltadores Rexon Pastel";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Resaltadores, Oficina > Resaltadores";Color;Amarillo;;;;;315.86;;0.02;1.50;2.50;11.50;0;14607;;NO;NO;;;;;Rexon;SI;;;;
resaltadores-rexon-pastel;;;Color;Celeste;;;;;315.86;;0.02;1.50;2.50;11.50;0;14605;;;;;;;;;;;;;
resaltadores-rexon-pastel;;;Color;Lila;;;;;315.86;;0.02;1.50;2.50;11.50;0;14610;;;;;;;;;;;;;
resaltadores-rexon-pastel;;;Color;Naranja;;;;;315.86;;0.02;1.50;2.50;11.50;0;14606;;;;;;;;;;;;;
resaltadores-rexon-pastel;;;Color;Rosa;;;;;315.86;;0.02;1.50;2.50;11.50;0;14608;;;;;;;;;;;;;
resaltadores-rexon-pastel;;;Color;Verde;;;;;315.86;;0.02;1.50;2.50;11.50;0;14609;;;;;;;;;;;;;
repuesto-gloria-400-hojas-rayadas-n3;"Repuesto Gloria 400 Hojas Rayadas N3";"Escolar > Blocks de hojas y repuestos";;;;;;;10,665.00;;1.68;5.00;20.00;25.00;8;20240;;SI;NO;;;;;Rivadavia;SI;;;;
repuesto-rivadavia-288-hojas-cuadriculadas-n3;"Repuesto Rivadavia 288 Hojas Cuadriculadas N3";"Escolar > Blocks de hojas y repuestos";;;;;;;10,690.34;9,718.49;1.28;4.50;19.00;25.00;6;20140;;SI;NO;;;;;Rivadavia;SI;;;;
repuesto-rivadavia-288-hojas-rayadas-n3;"Repuesto Rivadavia 288 Hojas Rayadas N3";"Escolar > Blocks de hojas y repuestos";;;;;;;10,690.34;9,718.49;1.28;4.50;19.00;25.00;5;20139;;SI;NO;;;;;Rivadavia;SI;;;;
microfibras-kores-k-liner-x-10;"Microfibras Kores K-Liner x 10";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras";;;;;;;2,241.45;;0.08;1.50;9.50;16.00;0;13726;;SI;NO;;;;;Kores;SI;;;;
repuesto-rivadavia-480-hojas-cuadriculadas-n3;"Repuesto Rivadavia 480 Hojas Cuadriculadas N3";"Escolar > Blocks de hojas y repuestos";;;;;;;16,939.13;16,132.50;2.05;7.00;20.00;25.00;5;20039;;SI;NO;;;;;Rivadavia;SI;;;;
repuesto-rivadavia-480-hojas-rayadas-n3;"Repuesto Rivadavia 480 Hojas Rayadas N3";"Escolar > Blocks de hojas y repuestos";;;;;;;16,939.13;16,132.50;2.05;7.00;20.00;25.00;0;20025;;SI;NO;;;;;Rivadavia;SI;;;;
canopla-olami-pastel-de-goma;"CANOPLA OLAMI PASTEL DE GOMA";"Escolar > Cartucheras";;;;;;;3,636.37;;0.05;4.50;5.50;20.00;0;381500;;NO;NO;;;;;Olami;SI;;;;
canopla-olami-lucky-con-pon-pon;"CANOPLA OLAMI LUCKY Con PON PON";"Escolar > Cartucheras";;;;;;;6,831.96;;0.05;5.50;7.00;21.00;0;381502;;NO;NO;;;;;Olami;SI;;;;
canopla-olami-con-lentejuelas;"CANOPLA OLAMI CON LENTEJUELAS";"Escolar > Cartucheras";;;;;;;5,399.46;;0.15;5.50;7.00;22.00;0;381504;;NO;NO;;;;;Olami;SI;;;;
mochila-fw-alpes-gris;"Mochila FW Alpes gris";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;24,770.42;23,590.88;0.50;40.00;60.00;3.00;0;420921;;NO;NO;;;;;fw;SI;;;;
mochila-fw-rocket-lila;"Mochila FW Rocket Lila";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;28,099.25;26,761.19;0.50;41.00;31.00;12.00;0;420922;;NO;NO;;;;;fw;SI;;;;
mochila-fw-rocket-aqua;"Mochila FW Rocket Aqua";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;28,099.25;26,761.19;0.50;31.00;41.00;12.00;0;420922;;NO;NO;;;;;fw;SI;;;;
mochila-fw-rocket-pink;"Mochila FW Rocket Pink";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;28,099.25;26,761.19;0.50;41.00;35.00;12.00;0;420922;;NO;NO;;;;;fw;SI;;;;
mochila-fw-vibes-amarilla;"Mochila FW Vibes amarilla";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;28,099.25;26,761.19;0.50;31.00;41.00;13.00;0;420920;;NO;NO;;;;;fw;SI;;;;
mochila-fw-vibes;"Mochila FW Vibes";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;28,099.25;26,761.19;0.50;31.00;41.00;13.00;0;420920;;NO;NO;;;;;fw;SI;;;;
mochila-fw-nepal;"Mochila FW Nepal";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;24,966.24;23,777.37;0.65;24.00;50.00;16.00;0;420917;;NO;NO;;;;;fw;SI;;;;
mochila-escolar-fw-patch-18;"Mochila escolar FW PATCH 18´´";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;26,434.84;25,176.04;0.50;42.00;29.00;12.00;0;420918;;NO;NO;;;;;fw;SI;;;;
mochila-fw-alpes;"mochila FW Alpes";"Escolar > Mochilas, Facultad > Mochilas";;;;;;;24,770.42;23,590.88;0.50;40.00;60.00;3.00;0;420921;;NO;NO;;;;;fw;SI;;;;
fibra-color-glitter-x8-giotto-turbo;"Fibra Color Glitter X8 Giotto Turbo";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua";;;;;;;4,290.00;;0.08;1.20;10.00;19.00;0;13338;;NO;NO;;;;;Giotto;SI;;;;
fibra-color-x6-pastel-giotto-turbo-giant;"Fibra Color X6 Pastel Giotto Turbo Giant";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua, Mundo Pastel";;;;;;;3,576.72;;0.12;2.00;18.00;11.00;1;14751;;SI;NO;;;;;Giotto;SI;;;;
fibra-color-x10-giotto-turbo-maxi;"Fibra Color X10 Giotto Turbo Maxi";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua";;;;;;;3,026.46;;0.15;1.50;19.00;15.50;0;13335;;NO;NO;;;;;Giotto;SI;;;;
fibra-color-x8-pastel-pelikan-colorella;"Fibra Color X8 Pastel Pelikan Colorella";"Escolar > Fibras\, Marcadores y Resaltadores, Mundo Pastel";;;;;;;2,862.50;;0.10;1.50;12.00;15.50;32;14752;;SI;NO;;;;;Pelikan;SI;;;;
cutter-circular-simple-24-a-15cm;"Cutter Circular Simple 2,4 a 15cm";"Oficina > Tijeras y Cutters, Técnica";;;;;;;38,773.95;;0.29;4.00;26.00;30.00;0;230126;;NO;NO;;;;;Simple;SI;;;;
resaltador-pelikan-flash-pastel-x10-petalo;"Resaltador Pelikan Flash Pastel x10 Petalo";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Resaltadores, Oficina > Resaltadores, Mundo Pastel, Rosa";;;;;;;7,096.65;6,451.50;0.24;2.00;16.00;25.00;7;14753;;SI;NO;;;;;Pelikan;SI;;;;
canopla-tubo-sabonis-upb;"Canopla Tubo Sabonis UPB";"Escolar > Cartucheras";;;;;;;6,435.00;;0.09;6.00;9.50;21.00;5;381320;;SI;NO;;;;;Sabonis;SI;;;;
cartuchera-canopla-sabonis-3-pisos;"Cartuchera / Canopla Sabonis 3 Pisos";"Escolar > Cartucheras";;;;;;;13,695.00;;0.37;6.00;15.00;21.00;0;381133;;NO;NO;;;;;Sabonis;SI;;;;
repuesto-para-marcador-util-uno-recargable;"Repuesto para Marcador Util Uno Recargable";"Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra";Color;Azul;;;;;88.51;;0.01;1.00;1.00;8.00;2;200060;;NO;NO;;;;;"Util Uno";SI;;;;
