"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
agenda-2023-astrolove-lunas-semanal;"Agenda 2023 ASTROLOVE Lunas Semanal";"Agendas > Semanales";;;;;;;12,250.00;;0.45;3.00;17.50;21.50;0;322509;;NO;NO;;"2023, a5, agenda, astrolove, paprika, semanal";;;paprika;SI;;;;
agenda-2023-shantilove-cumpleanito-semanal;"Agenda 2023 SHANTILOVE Cumpleañito Semanal";"Agendas > Semanales";;;;;;;6,123.04;;0.45;3.00;17.50;21.50;0;322500;;NO;NO;;"2023, a5, agenda, paprika, semanal";;;paprika;SI;;;;
agenda-2023-shantilove-todo-lo-bueno-semanal;"Agenda 2023 SHANTILOVE Todo lo Bueno Semanal";"Agendas > Semanales";;;;;;;6,123.04;;0.45;3.00;17.50;21.50;0;322504;;NO;NO;;"2023, a5, agenda, paprika, semanal";;;paprika;SI;;;;
agenda-2023-shantilove-el-cambio-semanal;"Agenda 2023 SHANTILOVE El Cambio Semanal";"Agendas > Semanales";;;;;;;6,123.04;;0.45;3.00;17.50;21.50;0;322498;;NO;NO;;"2023, a5, agenda, paprika, semanal";;;paprika;SI;;;;
agenda-2023-shantilove-intuicion-semanal;"Agenda 2023 SHANTILOVE Intuicion Semanal";"Agendas > Semanales";;;;;;;6,123.04;;0.45;3.00;17.50;21.50;0;322503;;NO;NO;;"2023, a5, agenda, paprika, semanal";;;paprika;SI;;;;
agenda-2023-shantilove-expansiva-semanal;"Agenda 2023 SHANTILOVE Expansiva Semanal";"Agendas > Semanales";;;;;;;6,123.04;;0.45;3.00;17.50;21.50;0;322502;;NO;NO;;"2023, a5, agenda, paprika, semanal";;;paprika;SI;;;;
agenda-2023-shantilove-el-mar-semanal;"Agenda 2023 SHANTILOVE El Mar Semanal";"Agendas > Semanales";;;;;;;6,123.04;;0.45;3.00;17.50;21.50;0;322501;;NO;NO;;"2023, a5, agenda, paprika, semanal";;;paprika;SI;;;;
agenda-2023-shantilove-campo-de-flores-semanal;"Agenda 2023 SHANTILOVE Campo de Flores Semanal";"Agendas > Semanales";;;;;;;6,123.04;;0.45;3.00;17.50;21.50;0;322499;;SI;NO;;"2023, a5, agenda, paprika, semanal";;;paprika;SI;;;;
papel-magico-colours-set-con-figuritas;"Papel Magico COLOURS Set con Figuritas";"Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas";;;;;;;747.50;;0.05;0.50;13.00;20.00;0;350509;;NO;NO;;"magico, papel, stickers";;;COLOURS;SI;;;;
papel-magico-colours-libreta-10h;"Papel Magico COLOURS Libreta 10h";"Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas";;;;;;;1,023.50;;0.03;1.00;10.50;14.00;0;350502;;NO;NO;;"libreta, magico, papel";;;COLOURS;SI;;;;
papel-magico-colours-en-taco-120h;"Papel Magico COLOURS en Taco 120h";"Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas";;;;;;;1,713.50;;0.05;4.00;9.00;9.00;0;350425;;NO;NO;;"magico, notas, papel, taco";;;COLOURS;SI;;;;
resma-oficio-luma-color-x-100-hojas;"Resma Oficio LUMA Color x 100 hojas";"Oficina > Resmas";;;;;;;4,100.00;;0.50;1.00;21.50;35.00;0;080123;;NO;NO;;"color, oficio, resma";;;LUMA;SI;;;;
resma-a4-husares-desing-pastel-75gr-x-100-hojas;"Resma A4 Husares Desing Pastel 75Gr. x 100 hojas";"Oficina > Resmas, Mundo Pastel";Color;Celeste;;;;;2,690.00;;0.53;1.00;21.00;30.00;3;080518;;SI;NO;;"75g, a4, design, pastel, resma";;;HUSARES;SI;;;;
resma-a4-husares-desing-pastel-75gr-x-100-hojas;;;Color;Verde;;;;;2,690.00;;0.53;1.00;21.00;30.00;2;080519;;;;;;;;;;;;;
resma-a4-husares-desing-pastel-75gr-x-100-hojas;;;Color;Rosa;;;;;2,690.00;;0.53;1.00;21.00;30.00;5;080521;;;;;;;;;;;;;
resma-a4-husares-desing-pastel-75gr-x-100-hojas;;;Color;Amarillo;;;;;2,690.00;;0.53;1.00;21.00;30.00;0;080520;;;;;;;;;;;;;
goma-de-borrar-pop-corn;"Goma de Borrar POP CORN";"Escolar > Gomas de borrar, Oficina > Goma de borrar";;;;;;;1,092.50;;0.03;4.00;6.00;11.00;0;110273;;NO;NO;;"borrador, con forma, escolar, goma de borrar";;;;SI;;;;
goma-de-borrar-donuts-unicornios;"Goma de Borrar DONUTS Unicornios";"Escolar > Gomas de borrar, Oficina > Goma de borrar";;;;;;;1,092.50;;0.03;3.00;14.00;16.50;0;110273;;NO;NO;;"borrador, con forma, escolar, goma de borrar";;;;SI;;;;
goma-de-borrar-helados;"Goma de Borrar HELADOS";"Escolar > Gomas de borrar, Oficina > Goma de borrar";;;;;;;977.50;;0.02;3.00;9.00;17.00;0;110274;;NO;NO;;"borrador, borradores, con forma, escolar, goma de borrar";;;;SI;;;;
abrementes-neuro-6-a-10-anos;"Abrementes Neuro 6 a 10 años";"Juguetes y Libros";Tipo;"6-7 años";;;;;6,738.24;;0.22;2.00;8.00;17.50;4;365542;;SI;NO;;"abremente, neuro";;;CATAPULTA;SI;;;;
abrementes-neuro-6-a-10-anos;;;Tipo;"7-8 años";;;;;6,738.24;;0.22;2.00;8.00;17.50;4;365543;;;;;;;;;;;;;
abrementes-neuro-6-a-10-anos;;;Tipo;"8-9 años";;;;;6,738.24;;0.22;2.00;8.00;17.50;4;365544;;;;;;;;;;;;;
abrementes-neuro-6-a-10-anos;;;Tipo;"9-10 años";;;;;6,738.24;;0.22;2.00;8.00;17.50;4;365545;;;;;;;;;;;;;
agenda-semanal-2023-num-8-punto-cero;"Agenda Semanal 2023 Num 8 - PUNTO CERO";"Agendas > Semanales";;;;;;;4,569.12;;0.15;1.00;16.50;22.00;0;322480;;NO;NO;;"2023, agenda, semanal";;;"PUNTO CERO";SI;;;;
agenda-planner-2023-num-8-punto-cero;"Agenda Planner 2023 Num 8 - PUNTO CERO";Agendas;;;;;;;6,588.03;;0.25;1.50;17.00;22.00;0;322478;;NO;NO;;"2023, agenda, planner";;;"PUNTO CERO";SI;;;;
agenda-2023-num-8-diaria-punto-cero;"Agenda 2023 Num 8 - Diaria PUNTO CERO";"Agendas > Diarias";;;;;;;8,054.40;;0.30;2.00;17.50;21.50;0;322481;;NO;NO;;"2023, agenda, diaria";;;"PUNTO CERO";SI;;;;
agenda-premium-2023-punto-cero;"Agenda Premium 2023 PUNTO CERO";"Agendas > Diarias";;;;;;;15,726.26;;0.50;3.00;21.00;22.00;0;322486;;NO;NO;;"2023, agenda, premium";;;"PUNTO CERO";SI;;;;
super-agenda-semanal-2023-punto-cero;"Super Agenda Semanal 2023 PUNTO CERO";"Agendas > Semanales";;;;;;;23,430.00;22,314.29;0.50;2.50;24.00;40.00;2;322487;;SI;NO;;"2023, agenda, semanal, super";;;"PUNTO CERO";SI;;;;
repuesto-agenda-2023-num-8-semanal-punto-cero;"Repuesto Agenda 2023 Num 8 - Semanal PUNTO CERO";"Agendas > Semanales";;;;;;;2,337.69;;0.30;1.50;15.00;21.50;0;321843;;NO;NO;;"2023, agenda, repuesto, semanal";;;"PUNTO CERO";SI;;;;
repuesto-agenda-2023-num-8-hoja-x-dia-punto-cero;"Repuesto Agenda 2023 Num 8 - Hoja x Dia PUNTO CERO";"Agendas > Diarias";;;;;;;3,612.79;;0.30;1.50;15.00;21.50;0;321844;;NO;NO;;"2023, agenda, diaria, repuesto";;;"PUNTO CERO";SI;;;;
repuesto-agenda-2023-num-7-hoja-x-dia-punto-cero;"Repuesto Agenda 2023 Num 7 - Hoja x Dia PUNTO CERO";"Agendas > Diarias";;;;;;;3,400.27;;0.20;1.50;13.00;19.00;0;321842;;NO;NO;;"2023, agenda, diaria, repuesto";;;"PUNTO CERO";SI;;;;
cuaderno-20x25-tapa-dura-rayado-biblioteca;"Cuaderno 20x25 Tapa Dura Rayado BIBLIOTECA";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;5,528.16;;0.30;2.00;20.00;25.00;3;042344;;SI;NO;;"cuaderno, rayado, universitario";;;FERA;SI;;;;
cuaderno-20x25-tapa-dura-rayado-el-mago;"Cuaderno 20x25 Tapa Dura Rayado EL MAGO";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;5,528.16;;0.30;2.00;20.00;25.00;5;042345;;SI;NO;;"cuaderno, rayado, universitario";;;FERA;SI;;;;
cuaderno-14x20-cosido-punteado-fera-mis-suenos;"Cuaderno 14x20 Cosido Punteado FERA MIS SUEÑOS";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios, Cuadernos tipo Bullet";;;;;;;2,613.60;;0.20;1.00;14.00;20.00;0;042343;;NO;NO;;"cuaderno, fera, punteado";;;FERA;SI;;;;
cuaderno-14x20-cosido-punteado-fera-la-luna;"Cuaderno 14x20 Cosido Punteado FERA LA LUNA";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios, Cuadernos tipo Bullet";;;;;;;2,613.60;;0.20;1.00;14.00;20.00;3;042342;;SI;NO;;"cuaderno, fera, punteado";;;FERA;SI;;;;
cuaderno-14x20-cosido-punteado-fera-la-justicia;"Cuaderno 14x20 Cosido Punteado FERA LA JUSTICIA";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios, Cuadernos tipo Bullet";;;;;;;2,613.60;;0.20;1.00;14.00;20.00;4;042341;;SI;NO;;"cuaderno, fera, punteado";;;FERA;SI;;;;
cuaderno-14x20-cosido-punteado-fera-la-fuerza;"Cuaderno 14x20 Cosido Punteado FERA LA FUERZA";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios, Cuadernos tipo Bullet";;;;;;;2,613.60;;0.20;1.00;14.00;20.00;2;042340;;SI;NO;;"cuaderno, fera, punteado";;;FERA;SI;;;;
magas-ilustradas-para-colorear;"Magas Ilustradas para Colorear";"Escolar > Varios, Oficina, Artística > Dibujo > Cuadernos, Juguetes y Libros";;;;;;;3,168.00;;0.15;1.00;14.00;20.00;8;365581;;SI;NO;;"cuaderno, ilustrada, magas, para colorear";;;FERA;SI;;;;
atelier-de-arte-fera-para-colorear;"Atelier de Arte FERA para Colorear";"Escolar > Varios, Oficina, Artística > Dibujo > Cuadernos, Juguetes y Libros";;;;;;;3,168.00;;0.15;1.00;14.00;20.00;9;365580;;SI;NO;;"arte, atelier, cuaderno, para colorear, para pintar";;;FERA;SI;;;;
agenda-semanal-2023-norpac-tapa-flex-fantasy;"Agenda Semanal 2024 Norpac Tapa Flex FANTASY";"Agendas > Semanales";;;;;;;6,776.00;;0.30;2.50;18.00;21.00;2;322323;;SI;NO;;"2024, agenda, FANTASY, semanal";;;NORPAC;SI;;;;
agenda-semanal-2023-norpac-tapa-flex-simplicity;"Agenda Semanal 2024 Norpac Tapa Flex SIMPLICITY";"Agendas > Semanales";;;;;;;6,776.00;;0.30;2.50;18.00;21.00;2;322327;;SI;NO;;"2024, agenda, semanal, simplicity";;;NORPAC;SI;;;;
agenda-semanal-2023-norpac-tapa-dura-power;"Agenda Semanal 2023 Norpac Tapa Dura POWER";"Agendas > Semanales";;;;;;;7,219.07;;0.20;2.50;18.00;21.00;0;322472;;NO;NO;;"2023, agenda, power, semanal";;;NORPAC;SI;;;;
agenda-semanal-2023-norpac-tapa-dura-femme;"Agenda Semanal 2023 Norpac Tapa Dura FEMME";"Agendas > Semanales";;;;;;;8,450.00;;0.20;2.50;18.00;21.00;0;321685;;NO;NO;;"2023, agenda, femme, semanal";;;NORPAC;SI;;;;
agenda-semanal-2023-norpac-tapa-dura-clasica;"Agenda Semanal 2023 Norpac Tapa Dura CLASICA";"Agendas > Semanales";;;;;;;8,450.00;;0.20;2.50;18.00;21.00;0;322319;;NO;NO;;"2023, agenda, clasica, semanal";;;NORPAC;SI;;;;
agenda-semanal-n7-2023-norpac-tapa-dura-femme;"Agenda Semanal N7 2023 Norpac Tapa Dura FEMME";"Agendas > Semanales";;;;;;;7,200.00;;0.20;1.50;13.50;17.50;0;322225;;NO;NO;;"2023, agenda, femme, numero 7, semanal";;;NORPAC;SI;;;;
agenda-semanal-n7-2023-norpac-tapa-dura-fantasy;"Agenda Semanal N7 2023 Norpac Tapa Dura FANTASY";"Agendas > Semanales";;;;;;;5,794.57;;0.20;1.50;13.50;17.50;0;320640;;NO;NO;;"2023, agenda, FANTASY, numero 7, semanal";;;NORPAC;SI;;;;
agenda-semanal-n7-2023-norpac-tapa-dura-power;"Agenda Semanal N7 2023 Norpac Tapa Dura POWER";"Agendas > Semanales";;;;;;;5,794.57;;0.20;1.50;13.50;17.50;0;322471;;NO;NO;;"2023, agenda, numero 7, POWER, semanal";;;NORPAC;SI;;;;
agenda-semanal-n7-2023-norpac-tapa-dura-luxury;"Agenda Semanal N7 2023 Norpac Tapa Dura LUXURY";"Agendas > Semanales";;;;;;;5,794.57;;0.20;1.50;13.50;17.50;0;322469;;NO;NO;;"2023, agenda, luxury, numero 7, semanal";;;NORPAC;SI;;;;
agenda-semanal-2023-xl-norpac-tapa-dura-fantasy;"Agenda Semanal 2023 XL Norpac Tapa Dura FANTASY";"Agendas > Semanales";;;;;;;11,636.80;;0.30;1.50;20.00;26.00;0;322320;;NO;NO;;"2023, agenda, fantasy, semanal, xl";;;NORPAC;SI;;;;
agenda-semanal-2023-xl-norpac-tapa-dura-clasica;"Agenda Semanal 2023 XL Norpac Tapa Dura CLASICA";"Agendas > Semanales";;;;;;;11,636.80;;0.30;1.50;20.00;26.00;0;322321;;NO;NO;;"2023, agenda, clasica, semanal, xl";;;NORPAC;SI;;;;
agenda-diaria-2023-norpac-tapa-dura-clasica;"Agenda Diaria 2023 Norpac Tapa Dura CLASICA";"Agendas > Diarias";;;;;;;12,950.00;;0.30;2.50;18.00;21.00;2;321682;;SI;NO;;"2024, agenda, clasica, dia x dia";;;NORPAC;SI;;;;
agenda-diaria-2023-norpac-tapa-flex-fantasy;"Agenda Diaria 2023 Norpac Tapa Flex FANTASY";"Agendas > Diarias";;;;;;;9,633.47;;0.30;2.50;18.00;21.00;0;322325;;NO;NO;;"2023, agenda, dia x dia, fantasy";;;NORPAC;SI;;;;
agenda-diaria-2023-norpac-tapa-dura-fantasy;"Agenda Diaria 2023 Norpac Tapa Dura FANTASY";"Agendas > Diarias";;;;;;;11,468.41;;0.30;2.50;18.00;21.00;0;320608;;NO;NO;;"2023, agenda, dia x dia, fantasy";;;NORPAC;SI;;;;
agenda-diaria-2023-norpac-tapa-dura-bohemian;"Agenda Diaria 2023 Norpac Tapa Dura BOHEMIAN";"Agendas > Diarias";;;;;;;12,950.00;;0.30;2.50;18.00;21.00;0;322315;;NO;NO;;"2023, agenda, bohemian, dia x dia";;;NORPAC;SI;;;;
agenda-diaria-2023-norpac-tapa-dura-femme;"Agenda Diaria 2023 Norpac Tapa Dura FEMME";"Agendas > Diarias";;;;;;;12,950.00;;0.30;2.50;18.00;21.00;0;321686;;NO;NO;;"2023, agenda, dia x dia, femme";;;NORPAC;SI;;;;
agenda-diaria-2023-norpac-tapa-dura-luxury;"Agenda Diaria 2023 Norpac Tapa Dura LUXURY";"Agendas > Diarias";;;;;;;12,950.00;;0.30;2.50;18.00;21.00;0;321688;;NO;NO;;"2023, agenda, dia x dia, luxury";;;NORPAC;SI;;;;
agenda-diaria-2023-norpac-tapa-dura-power;"Agenda Diaria 2023 Norpac Tapa Dura POWER";"Agendas > Diarias";;;;;;;11,468.41;;0.30;2.50;18.00;21.00;0;322474;;NO;NO;;"2023, agenda, dia x dia, power";;;NORPAC;SI;;;;
pompones-sifap-x-20-varios-colores;"Pompones SIFAP x 20 Varios colores";"Bazar / Otros";Color;Blanco;;;;;1,424.75;;0.02;2.00;7.00;15.00;0;391225;;SI;NO;;"felpa, pompon, pompones";;;SIFAP;SI;;;;
pompones-sifap-x-20-varios-colores;;;Color;Negro;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391226;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Rojo;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391227;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Rosa;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391228;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Fucsia;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391229;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Naranja;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391230;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Salmon;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391231;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Amarillo;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391232;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;"Verde Manzana";;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391233;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;"Verde Oscuro";;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391234;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Celeste;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391235;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Azul;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391236;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Lila;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391237;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Violeta;;;;;1,424.75;;0.02;2.00;7.00;15.00;5;391238;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;"Surtido 1";;;;;1,577.40;;0.02;2.00;7.00;15.00;5;391239;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;"Surtido 2";;;;;1,577.40;;0.02;2.00;7.00;15.00;5;391240;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Fluo;;;;;1,577.40;;0.02;2.00;7.00;15.00;5;391241;;;;;;;;;;;;;
pompones-sifap-x-20-varios-colores;;;Color;Pastel;;;;;1,577.40;;0.02;2.00;7.00;15.00;5;391242;;;;;;;;;;;;;
panos-de-limpieza-reutilizables-elite-max80-maxwipe;"Paños de Limpieza Reutilizables ELITE MAX80 MaxWipe";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"max80, maxwipe, panos, Panos de limpieza";;;ELITE;SI;;;;
toalla-de-papel-elite-dobladas-simple-18x24cm-250-un-en-caja-x10-paq;"Toalla de papel ELITE dobladas simple 18x24cm 250 un. en caja x10 paq.";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"papel, simple hoja, toalla";;;ELITE;SI;;;;
toalla-elite-rollo-plus-2un-x-300m;"Toalla ELITE rollo PLUS 2un. x 300m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"papel, simple hoja, toalla";;;ELITE;SI;;;;
toalla-de-papel-elite-simple-18x24cm-250-un-en-caja-x10-paq;"Toalla de papel ELITE simple 18x24cm 250 un. en caja x10 paq.";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"papel, simple hoja, toalla";;;ELITE;SI;;;;
toalla-de-papel-rendipel-simple-2un-x-200m;"Toalla de papel RENDIPEL simple 2un. x 200m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"papel, simple hoja, toalla";;;RENDIPEL;SI;;;;
rollo-de-cocina-susex-doble-hoja-3-rollos-de-50-panos;"Rollo de Cocina SUSEX doble hoja 3 rollos de 50 paños";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"cocina, familiar, rollo";;;SUSEX;SI;;;;
servilleta-elite-1-hoja-ecologica-30x30cm-200hojas-caja-x5-paq;"Servilleta ELITE 1 hoja Ecologica 30x30cm 200hojas caja x5 paq.";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"ecologica, pack, papel, servilleta";;;ELITE;SI;;;;
servilleta-susex-de-mesa-1-hoja-33x30cm-x-80-unidades;"Servilleta SUSEX de mesa 1 hoja 33x30cm x 80 unidades";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"pack, papel, servilleta";;;SUSEX;SI;;;;
servilleta-elite-simple-30x30cm-200hojas-caja-x-5-paq;"Servilleta ELITE simple 30x30cm 200hojas caja x 5 paq.";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"pack, papel, servilleta";;;ELITE;SI;;;;
rollo-de-cocina-susex-1-unidad-x200-panos;"Rollo de Cocina SUSEX 1 unidad x200 paños";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"cocina, familiar, rollo";;;SUSEX;SI;;;;
papel-higienico-rendipel-simple-4un-x-200m;"Papel Higienico RENDIPEL simple 4un. x 200m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"higienico, papel, simple hoja";;;RENDIPEL;SI;;;;
papel-higienico-higienol-max-simple-4un-x-80m;"Papel Higienico HIGIENOL MAX simple 4un. x 80m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"higienico, papel, simple hoja";;;HIGIENOL;SI;;;;
papel-higienico-elite-plus-4-rollos-x-300m;"Papel Higienico ELITE PLUS 4 rollos x 300m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"higienico, pack, papel";;;ELITE;SI;;;;
papel-higienico-elite-plus-4-rollos-x-30m-caja-12-unidades;"Papel Higienico ELITE PLUS 4 rollos x 30m caja 12 unidades";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"higienico, pack, papel";;;ELITE;SI;;;;
panuelos-elite-doble-hoja-caja-x-75-unidades;"Pañuelos ELITE doble hoja Caja x 75 unidades";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"doble hoja, pack, panuelo";;;ELITE;SI;;;;
panuelos-elite-triple-hoja-x10u-en-pack-x-6;"Pañuelos ELITE triple hoja x10u en pack x 6";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"pack, panuelo, triple hoja";;;ELITE;SI;;;;
papel-higienico-higienol-simple-4un-x-30m;"Papel Higienico HIGIENOL simple 4un. x 30m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"higienico, papel, simple hoja";;;HIGIENOL;SI;;;;
papel-higienico-higienol-doble-hoja-4un-x-30m;"Papel Higienico HIGIENOL doble hoja 4un. x 30m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"doble hoja, higienico, papel";;;HIGIENOL;SI;;;;
papel-higienico-elite-doble-hoja-4un-x-30m;"Papel Higienico ELITE doble hoja 4un. x 30m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"doble hoja, higienico, papel";;;ELITE;SI;;;;
bobina-rendipel-doble-hoja-2-rollos-x-150m;"Bobina RENDIPEL doble hoja 2 rollos x 150m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"bobina, papel";;;RENDIPEL;SI;;;;
bobina-elite-dh-plus-19cm-2-rollos-x-400m;"Bobina ELITE DH Plus 19cm 2 rollos x 400m";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"bobina, papel";;;ELITE;SI;;;;
barbijos-tipo-quirurjicos-elite-175x95cm-x50u;"Barbijos tipo Quirurjicos ELITE 17,5x9,5cm x50u";"Limpieza y Prevención > Papel Higiénico\, Rollos\, Servilletas";;;;;;;0.00;;0.00;0.00;0.00;0.00;1;;;SI;NO;;"barbijo, quirurjico";;;ELITE;SI;;;;
kit-masilina-balde-de-5-sticks-mas-accesorios;"Kit Masilina Balde de 5 Sticks mas Accesorios";"Escolar > Plastilinas, Juguetes y Libros";;;;;;;5,945.60;;0.30;14.00;14.00;13.00;10;210125;;SI;NO;;"art45, kit, masa, masilina, plastilina, set";;;MASILINA;SI;;;;
kit-masilina-de-5-sticks-mas-accesorios-de-cocina;"Kit Masilina de 5 Sticks mas Accesorios de cocina";"Escolar > Plastilinas, Juguetes y Libros";;;;;;;2,517.23;;0.15;3.00;11.00;17.00;10;210126;;SI;NO;;"art41, kit, masa, masilina, plastilina, set";;;MASILINA;SI;;;;
plastilina-escolar-playcolor-x10;"Plastilina escolar PlayColor x10";"Escolar > Plastilinas";;;;;;;1,050.00;;0.10;2.00;10.00;16.00;4;210072;;SI;NO;;"escolar, para modelar, plastilina, x10";;;PLAYCOLOR;SI;;;;
crayones-escolares-simball-x-12;"Crayones Escolares Simball X 12";"Escolar > Crayones";;;;;;;1,723.79;;0.10;1.00;14.00;17.00;10;015364;;SI;NO;;"crayon, crayones, escolares, x12";;;Simball;SI;;;;
crayones-escolares-simball-x-6;"Crayones Escolares Simball X 6";"Escolar > Crayones";;;;;;;888.01;;0.10;1.00;9.00;17.00;10;015363;;SI;NO;;"crayon, crayones, escolares, x6";;;Simball;SI;;;;
crayones-de-cera-pastel-trabi-jumbo-x-6;"Crayones de Cera PASTEL Trabi Jumbo x 6";"Escolar > Crayones, Mundo Pastel";;;;;;;684.17;;0.10;1.00;7.00;12.00;10;015420;;SI;NO;;"cera, crayon, crayones, jumbo, pastel, x6";;;TRABI;SI;;;;
boligrafo-gel-filgo-borraxion-azul;"Boligrafo GEL Filgo Borraxion Azul";"Escolar > Bolígrafos y Rollerballs, Facultad > Bolígrafos, Oficina > Bolígrafos";;;;;;;1,207.44;;0.01;1.00;1.50;15.00;9;015368;;SI;NO;;"azul, boligrafo, borrable, borraxion, gel";;;FILGO;SI;;;;
